n,repeat,cell,qkey,method,wd
5,0,Black | Protestant,MADEUPRESd_W45,probe_L_group,0.6821239830912942
5,0,Black | Protestant,MADEUPRESd_W45,shrinkage,0.06131842528913295
5,0,Black | Protestant,MADEUPRESe_W45,probe_plain,0.4527628987667578
5,0,Black | Protestant,MADEUPRESe_W45,probe_L_group,0.479818603142364
5,0,Black | Protestant,MADEUPRESe_W45,shrinkage,0.006127168274906447
5,0,Black | Protestant,MADEUPSHARE1_W45,probe_plain,0.30345825258106174
5,0,Black | Protestant,MADEUPSHARE1_W45,probe_L_group,0.4675159405011685
5,0,Black | Protestant,MADEUPSHARE1_W45,shrinkage,0.03750674547258259
5,0,Black | Protestant,MADEUPSHARE2_W45,probe_plain,0.06724545672307106
5,0,Black | Protestant,MADEUPSHARE2_W45,probe_L_group,0.8051639995288029
5,0,Black | Protestant,MADEUPSHARE2_W45,shrinkage,0.06578991778058108
5,0,Black | Protestant,MADEUPSMFOL1_W45,probe_plain,0.5207579133984734
5,0,Black | Protestant,MADEUPSMFOL1_W45,probe_L_group,0.5529763909459702
5,0,Black | Protestant,MADEUPSMFOL1_W45,shrinkage,0.0779891733765346
5,0,Black | Protestant,MADEUPSMFOL2_W45,probe_plain,0.5562524053229774
5,0,Black | Protestant,MADEUPSMFOL2_W45,probe_L_group,0.6029050396215971
5,0,Black | Protestant,MADEUPSMFOL2_W45,shrinkage,0.012140274291004949
5,0,Black | Protestant,MAR2_W50,probe_plain,0.13285719445378416
5,0,Black | Protestant,MAR2_W50,probe_L_group,0.8623360590112521
5,0,Black | Protestant,MAR2_W50,shrinkage,0.05959666271112132
5,0,Black | Protestant,MARRFAM_W92,probe_plain,0.5804821903831643
5,0,Black | Protestant,MARRFAM_W92,probe_L_group,0.6331452195370444
5,0,Black | Protestant,MARRFAM_W92,shrinkage,0.05532753544823421
5,0,Black | Protestant,MEDIALOYAL3_W45,probe_plain,0.4943787031625477
5,0,Black | Protestant,MEDIALOYAL3_W45,probe_L_group,0.526953995231253
5,0,Black | Protestant,MEDIALOYAL3_W45,shrinkage,0.16701479516051332
5,0,Black | Protestant,MOTHER_W50,probe_plain,0.14910132590244485
5,0,Black | Protestant,MOTHER_W50,probe_L_group,0.38666572356208273
5,0,Black | Protestant,MOTHER_W50,shrinkage,0.0910158042928998
5,0,Black | Protestant,NOGOVTHC_W92,probe_plain,0.049357739372413875
5,0,Black | Protestant,NOGOVTHC_W92,probe_L_group,0.18222104552733231
5,0,Black | Protestant,NOGOVTHC_W92,shrinkage,0.07812718431241185
5,0,Black | Protestant,ONLINESOURCE_W45,probe_plain,0.23518683916501437
5,0,Black | Protestant,ONLINESOURCE_W45,probe_L_group,0.23524893495673926
5,0,Black | Protestant,ONLINESOURCE_W45,shrinkage,0.06407379831339632
5,0,Black | Protestant,OPENIDEN_W92,probe_plain,0.2709148864013563
5,0,Black | Protestant,OPENIDEN_W92,probe_L_group,0.27103084811796996
5,0,Black | Protestant,OPENIDEN_W92,shrinkage,0.09482121907965857
5,0,Black | Protestant,PAR2CHILD_W92,probe_plain,0.5376105613372284
5,0,Black | Protestant,PAR2CHILD_W92,probe_L_group,0.5376533726568262
5,0,Black | Protestant,PAR2CHILD_W92,shrinkage,0.10487287217449387
5,0,Black | Protestant,PEACESTR_W92,probe_plain,0.06742188232949535
5,0,Black | Protestant,PEACESTR_W92,probe_L_group,0.8627905684038809
5,0,Black | Protestant,PEACESTR_W92,shrinkage,0.018075729670830543
5,0,Black | Protestant,POL1JB_W92,probe_plain,0.45118226235291975
5,0,Black | Protestant,POL1JB_W92,probe_L_group,0.09189512072953843
5,0,Black | Protestant,POL1JB_W92,shrinkage,0.09216444952051317
5,0,Black | Protestant,POLICY1_W42,probe_plain,0.3634056154114742
5,0,Black | Protestant,POLICY1_W42,probe_L_group,0.3634064433669685
5,0,Black | Protestant,POLICY1_W42,shrinkage,0.019962631524690577
5,0,Black | Protestant,POLICY2_W42,probe_plain,0.3183619857713871
5,0,Black | Protestant,POLICY2_W42,probe_L_group,0.3187895177355985
5,0,Black | Protestant,POLICY2_W42,shrinkage,0.051276919725589676
5,0,Black | Protestant,POP1_W42,probe_plain,0.4459324638339832
5,0,Black | Protestant,POP1_W42,probe_L_group,0.44603312518483507
5,0,Black | Protestant,POP1_W42,shrinkage,0.033733866674434565
5,0,Black | Protestant,POP3_W42,probe_plain,0.6135758249020857
5,0,Black | Protestant,POP3_W42,probe_L_group,0.2832188077270395
5,0,Black | Protestant,POP3_W42,shrinkage,0.0722376338027147
5,0,Black | Protestant,POSNEGCO_W49,probe_plain,0.5925710261092755
5,0,Black | Protestant,POSNEGCO_W49,probe_L_group,0.05033636366424174
5,0,Black | Protestant,POSNEGCO_W49,shrinkage,0.06471395934545236
5,0,Black | Protestant,POSNEGGOV_W49,probe_plain,0.6146374467956641
5,0,Black | Protestant,POSNEGGOV_W49,probe_L_group,0.23394734462604275
5,0,Black | Protestant,POSNEGGOV_W49,shrinkage,0.05932571153007138
5,0,Black | Protestant,PPLRESP_W92,probe_plain,0.21302838268892976
5,0,Black | Protestant,PPLRESP_W92,probe_L_group,0.2313031083731656
5,0,Black | Protestant,PPLRESP_W92,shrinkage,0.26980832966090323
5,0,Black | Protestant,PQ3_F2Aa_W42,probe_plain,0.07519945471345446
5,0,Black | Protestant,PQ3_F2Aa_W42,probe_L_group,0.35778432878015864
5,0,Black | Protestant,PQ3_F2Aa_W42,shrinkage,0.013660593723306302
5,0,Black | Protestant,PQ3_F2Ab_W42,probe_plain,0.3772714590452442
5,0,Black | Protestant,PQ3_F2Ab_W42,probe_L_group,0.4839551265759233
5,0,Black | Protestant,PQ3_F2Ab_W42,shrinkage,0.07230554019973301
5,0,Black | Protestant,PQ3_F2Ac_W42,probe_plain,0.10001376345912914
5,0,Black | Protestant,PQ3_F2Ac_W42,probe_L_group,0.7627157254111381
5,0,Black | Protestant,PQ3_F2Ac_W42,shrinkage,0.0679093564985348
5,0,Black | Protestant,PQ3_F2Ad_W42,probe_plain,0.2646214791232999
5,0,Black | Protestant,PQ3_F2Ad_W42,probe_L_group,0.2770415608884188
5,0,Black | Protestant,PQ3_F2Ad_W42,shrinkage,0.09933809906639945
5,0,Black | Protestant,PQ3_F2Ba_W42,probe_plain,0.5263910760518322
5,0,Black | Protestant,PQ3_F2Ba_W42,probe_L_group,0.6958569925783089
5,0,Black | Protestant,PQ3_F2Ba_W42,shrinkage,0.17186899000852388
5,0,Black | Protestant,PQ3_F2Bb_W42,probe_plain,0.4408449756678434
5,0,Black | Protestant,PQ3_F2Bb_W42,probe_L_group,0.4585512514091592
5,0,Black | Protestant,PQ3_F2Bb_W42,shrinkage,0.04037946340641174
5,0,Black | Protestant,PQ3_F2Bc_W42,probe_plain,0.46671690809341954
5,0,Black | Protestant,PQ3_F2Bc_W42,probe_L_group,0.45125510231131233
5,0,Black | Protestant,PQ3_F2Bc_W42,shrinkage,0.1451231779058207
5,0,Black | Protestant,PQ3_F2Bd_W42,probe_plain,0.20591441615896755
5,0,Black | Protestant,PQ3_F2Bd_W42,probe_L_group,0.206250383579195
5,0,Black | Protestant,PQ3_F2Bd_W42,shrinkage,0.07842076266143128
5,0,Black | Protestant,PQ3_F2Ca_W42,probe_plain,0.48011007422953633
5,0,Black | Protestant,PQ3_F2Ca_W42,probe_L_group,0.4801143042150746
5,0,Black | Protestant,PQ3_F2Ca_W42,shrinkage,0.14123608632454537
5,0,Black | Protestant,PQ3_F2Cb_W42,probe_plain,0.49163432093122517
5,0,Black | Protestant,PQ3_F2Cb_W42,probe_L_group,0.49244990638149433
5,0,Black | Protestant,PQ3_F2Cb_W42,shrinkage,0.07143531614692034
5,0,Black | Protestant,PQ3_F2Cc_W42,probe_plain,0.690086839227094
5,0,Black | Protestant,PQ3_F2Cc_W42,probe_L_group,0.5260127429738335
5,0,Black | Protestant,PQ3_F2Cc_W42,shrinkage,0.04942545432147044
5,0,Black | Protestant,PQ3_F2Cd_W42,probe_plain,0.2723239681321252
5,0,Black | Protestant,PQ3_F2Cd_W42,probe_L_group,0.27229420588724773
5,0,Black | Protestant,PQ3_F2Cd_W42,shrinkage,0.16140639398148915
5,0,Black | Protestant,PQ6_F2A_W42,probe_plain,0.4904698008506849
5,0,Black | Protestant,PQ6_F2A_W42,probe_L_group,0.48961254634147955
5,0,Black | Protestant,PQ6_F2A_W42,shrinkage,0.05709119361435866
5,0,Black | Protestant,PQ6_F2B_W42,probe_plain,0.3490395512205311
5,0,Black | Protestant,PQ6_F2B_W42,probe_L_group,0.34840053076567057
5,0,Black | Protestant,PQ6_F2B_W42,shrinkage,0.15901185444860833
5,0,Black | Protestant,PQ6_F2C_W42,probe_plain,0.25130662128021375
5,0,Black | Protestant,PQ6_F2C_W42,probe_L_group,0.25098081759002155
5,0,Black | Protestant,PQ6_F2C_W42,shrinkage,0.10870910163732506
5,0,Black | Protestant,PQ7_F2A_W42,probe_plain,0.3416186461792874
5,0,Black | Protestant,PQ7_F2A_W42,probe_L_group,0.34153845595703547
5,0,Black | Protestant,PQ7_F2A_W42,shrinkage,0.0819195439148982
5,0,Black | Protestant,PQ7_F2B_W42,probe_plain,0.22639155048798465
5,0,Black | Protestant,PQ7_F2B_W42,probe_L_group,0.226332580982593
5,0,Black | Protestant,PQ7_F2B_W42,shrinkage,0.10622714453209425
5,0,Black | Protestant,PQ7_F2C_W42,probe_plain,0.23714209786933005
5,0,Black | Protestant,PQ7_F2C_W42,probe_L_group,0.2370078780774758
5,0,Black | Protestant,PQ7_F2C_W42,shrinkage,0.1618318575549199
5,0,Black | Protestant,PROG_RNEED2b_W92,probe_plain,0.27593491832127426
5,0,Black | Protestant,PROG_RNEED2b_W92,probe_L_group,0.1223999477457478
5,0,Black | Protestant,PROG_RNEED2b_W92,shrinkage,0.08734913502376318
5,0,Black | Protestant,PUBLICDATA_W49,probe_plain,0.7249475479584998
5,0,Black | Protestant,PUBLICDATA_W49,probe_L_group,0.2932967474451822
5,0,Black | Protestant,PUBLICDATA_W49,shrinkage,0.04055200011772464
5,0,Black | Protestant,PWMAN_W49,probe_plain,0.02685137475093735
5,0,Black | Protestant,PWMAN_W49,probe_L_group,0.8226392484282281
5,0,Black | Protestant,PWMAN_W49,shrinkage,0.009694053452078827
5,0,Black | Protestant,RELIG_GOV_W92,probe_plain,0.3628768126783539
5,0,Black | Protestant,RELIG_GOV_W92,probe_L_group,0.3876322110928758
5,0,Black | Protestant,RELIG_GOV_W92,shrinkage,0.07343475066378091
5,0,Black | Protestant,REMARR_W50,probe_plain,0.25908299173995575
5,0,Black | Protestant,REMARR_W50,probe_L_group,0.7365564206196674
5,0,Black | Protestant,REMARR_W50,shrinkage,0.06385593783630322
5,0,Black | Protestant,RQ3_F1Aa_W42,probe_plain,0.060591172376417146
5,0,Black | Protestant,RQ3_F1Aa_W42,probe_L_group,0.7324570843615767
5,0,Black | Protestant,RQ3_F1Aa_W42,shrinkage,0.026113533571495706
5,0,Black | Protestant,RQ3_F1Ab_W42,probe_plain,0.3434568856427521
5,0,Black | Protestant,RQ3_F1Ab_W42,probe_L_group,0.5057126392961224
5,0,Black | Protestant,RQ3_F1Ab_W42,shrinkage,0.24481369028032862
5,0,Black | Protestant,RQ3_F1Ac_W42,probe_plain,0.0782975167271232
5,0,Black | Protestant,RQ3_F1Ac_W42,probe_L_group,0.689647182878247
5,0,Black | Protestant,RQ3_F1Ac_W42,shrinkage,0.007957271863098164
5,0,Black | Protestant,RQ3_F1Ad_W42,probe_plain,0.1855841446280878
5,0,Black | Protestant,RQ3_F1Ad_W42,probe_L_group,0.18997675215061294
5,0,Black | Protestant,RQ3_F1Ad_W42,shrinkage,0.020964716049299947
5,0,Black | Protestant,RQ3_F1Ba_W42,probe_plain,0.19552806895918023
5,0,Black | Protestant,RQ3_F1Ba_W42,probe_L_group,0.8005350590220552
5,0,Black | Protestant,RQ3_F1Ba_W42,shrinkage,0.000293661734575984
5,0,Black | Protestant,RQ3_F1Bb_W42,probe_plain,0.3057784147224403
5,0,Black | Protestant,RQ3_F1Bb_W42,probe_L_group,0.4869612624137062
5,0,Black | Protestant,RQ3_F1Bb_W42,shrinkage,0.06603062927913361
5,0,Black | Protestant,RQ3_F1Bc_W42,probe_plain,0.11838623649125936
5,0,Black | Protestant,RQ3_F1Bc_W42,probe_L_group,0.6066611000384072
5,0,Black | Protestant,RQ3_F1Bc_W42,shrinkage,0.044268422564033655
5,0,Black | Protestant,RQ3_F1Bd_W42,probe_plain,0.23826445654180628
5,0,Black | Protestant,RQ3_F1Bd_W42,probe_L_group,0.23935974715925135
5,0,Black | Protestant,RQ3_F1Bd_W42,shrinkage,0.042041123329145225
5,0,Black | Protestant,RQ3_F1Ca_W42,probe_plain,0.27814021232061037
5,0,Black | Protestant,RQ3_F1Ca_W42,probe_L_group,0.6258253386345396
5,0,Black | Protestant,RQ3_F1Ca_W42,shrinkage,0.010218845311208924
5,0,Black | Protestant,RQ3_F1Cb_W42,probe_plain,0.43842478535122864
5,0,Black | Protestant,RQ3_F1Cb_W42,probe_L_group,0.5517048367431239
5,0,Black | Protestant,RQ3_F1Cb_W42,shrinkage,0.15833887224932575
5,0,Black | Protestant,RQ3_F1Cc_W42,probe_plain,0.42872524092682984
5,0,Black | Protestant,RQ3_F1Cc_W42,probe_L_group,0.7319560462485302
5,0,Black | Protestant,RQ3_F1Cc_W42,shrinkage,0.06792670201196174
5,0,Black | Protestant,RQ3_F1Cd_W42,probe_plain,0.2886265047098623
5,0,Black | Protestant,RQ3_F1Cd_W42,probe_L_group,0.29023231832767504
5,0,Black | Protestant,RQ3_F1Cd_W42,shrinkage,0.02112846714679706
5,0,Black | Protestant,RQ6_F1A_W42,probe_plain,0.4299008833672866
5,0,Black | Protestant,RQ6_F1A_W42,probe_L_group,0.27855767668977005
5,0,Black | Protestant,RQ6_F1A_W42,shrinkage,0.09811895233641532
5,0,Black | Protestant,RQ6_F1B_W42,probe_plain,0.38721948598801315
5,0,Black | Protestant,RQ6_F1B_W42,probe_L_group,0.15445141687948916
5,0,Black | Protestant,RQ6_F1B_W42,shrinkage,0.10633797292539005
5,0,Black | Protestant,RQ6_F1C_W42,probe_plain,0.33319098916841006
5,0,Black | Protestant,RQ6_F1C_W42,probe_L_group,0.15849994216771823
5,0,Black | Protestant,RQ6_F1C_W42,shrinkage,0.0038659778062258843
5,0,Black | Protestant,RQ7_F1A_W42,probe_plain,0.26791349224264904
5,0,Black | Protestant,RQ7_F1A_W42,probe_L_group,0.26782659531810926
5,0,Black | Protestant,RQ7_F1A_W42,shrinkage,0.08419725182072957
5,0,Black | Protestant,RQ7_F1B_W42,probe_plain,0.3691126470033277
5,0,Black | Protestant,RQ7_F1B_W42,probe_L_group,0.3687289576472492
5,0,Black | Protestant,RQ7_F1B_W42,shrinkage,0.10117771995001401
5,0,Black | Protestant,RQ7_F1C_W42,probe_plain,0.37894607709870354
5,0,Black | Protestant,RQ7_F1C_W42,probe_L_group,0.3783407261255184
5,0,Black | Protestant,RQ7_F1C_W42,shrinkage,0.07118633459017576
5,0,Black | Protestant,RTBFa_W49,probe_plain,0.5517176525050544
5,0,Black | Protestant,RTBFa_W49,probe_L_group,0.5516611283435522
5,0,Black | Protestant,RTBFa_W49,shrinkage,0.06771925984683574
5,0,Black | Protestant,RTBFb_W49,probe_plain,0.34563328737904664
5,0,Black | Protestant,RTBFb_W49,probe_L_group,0.3456137158751217
5,0,Black | Protestant,RTBFb_W49,shrinkage,0.08850096147095388
5,0,Black | Protestant,RTBFc_W49,probe_plain,0.3550638583613037
5,0,Black | Protestant,RTBFc_W49,probe_L_group,0.35471481354736456
5,0,Black | Protestant,RTBFc_W49,shrinkage,0.035728390250220565
5,0,Black | Protestant,RTBFd_W49,probe_plain,0.12476913720823213
5,0,Black | Protestant,RTBFd_W49,probe_L_group,0.12475385752991586
5,0,Black | Protestant,RTBFd_W49,shrinkage,0.056273864885151625
5,0,Black | Protestant,RTDa_W49,probe_plain,0.531981283802246
5,0,Black | Protestant,RTDa_W49,probe_L_group,0.5319617225507137
5,0,Black | Protestant,RTDa_W49,shrinkage,0.0430671028978627
5,0,Black | Protestant,RTDb_W49,probe_plain,0.17347252293108306
5,0,Black | Protestant,RTDb_W49,probe_L_group,0.173467681880918
5,0,Black | Protestant,RTDb_W49,shrinkage,0.061972075763058077
5,0,Black | Protestant,RTDc_W49,probe_plain,0.4361063729436603
5,0,Black | Protestant,RTDc_W49,probe_L_group,0.4361048985882464
5,0,Black | Protestant,RTDc_W49,shrinkage,0.004719095730312484
5,0,Black | Protestant,RTDd_W49,probe_plain,0.29625024716689774
5,0,Black | Protestant,RTDd_W49,probe_L_group,0.29622838509093163
5,0,Black | Protestant,RTDd_W49,shrinkage,0.003179181992240099
5,0,Black | Protestant,SCM2_W42,probe_plain,0.45164649318466876
5,0,Black | Protestant,SCM2_W42,probe_L_group,0.45164649318466876
5,0,Black | Protestant,SCM2_W42,shrinkage,0.02821816744702177
5,0,Black | Protestant,SCM3_W42,probe_plain,0.3622013198134313
5,0,Black | Protestant,SCM3_W42,probe_L_group,0.36220722770016656
5,0,Black | Protestant,SCM3_W42,shrinkage,0.06413414011762586
5,0,Black | Protestant,SCM5a_W42,probe_plain,0.17141810244991373
5,0,Black | Protestant,SCM5a_W42,probe_L_group,0.1717320146168574
5,0,Black | Protestant,SCM5a_W42,shrinkage,0.01560106569957953
5,0,Black | Protestant,SCM5b_W42,probe_plain,0.27252260132812345
5,0,Black | Protestant,SCM5b_W42,probe_L_group,0.2779093992572387
5,0,Black | Protestant,SCM5b_W42,shrinkage,0.022717899151583065
5,0,Black | Protestant,SCM5c_W42,probe_plain,0.20556983179400912
5,0,Black | Protestant,SCM5c_W42,probe_L_group,0.20574132054620475
5,0,Black | Protestant,SCM5c_W42,shrinkage,0.0075758927051152725
5,0,Black | Protestant,SCM5d_W42,probe_plain,0.29473335222244806
5,0,Black | Protestant,SCM5d_W42,probe_L_group,0.6739087768904217
5,0,Black | Protestant,SCM5d_W42,shrinkage,0.028332510513254472
5,0,Black | Protestant,SCM5e_W42,probe_plain,0.3204156464718772
5,0,Black | Protestant,SCM5e_W42,probe_L_group,0.6491899718159362
5,0,Black | Protestant,SCM5e_W42,shrinkage,0.07500825175473014
5,0,Black | Protestant,SCM5f_W42,probe_plain,0.3124956051628821
5,0,Black | Protestant,SCM5f_W42,probe_L_group,0.32379274150019655
5,0,Black | Protestant,SCM5f_W42,shrinkage,0.02972319579221472
5,0,Black | Protestant,SCM5g_W42,probe_plain,0.24783211783705983
5,0,Black | Protestant,SCM5g_W42,probe_L_group,0.2512136036494107
5,0,Black | Protestant,SCM5g_W42,shrinkage,0.0006827618973748173
5,0,Black | Protestant,SCM5h_W42,probe_plain,0.3524356184204602
5,0,Black | Protestant,SCM5h_W42,probe_L_group,0.6458124827841709
5,0,Black | Protestant,SCM5h_W42,shrinkage,0.01710388652477357
5,0,Black | Protestant,SCM5i_W42,probe_plain,0.4170800441622249
5,0,Black | Protestant,SCM5i_W42,probe_L_group,0.5282487634239467
5,0,Black | Protestant,SCM5i_W42,shrinkage,0.08333442239365024
5,0,Black | Protestant,SCM5j_W42,probe_plain,0.20918581224840432
5,0,Black | Protestant,SCM5j_W42,probe_L_group,0.5470666791910108
5,0,Black | Protestant,SCM5j_W42,shrinkage,0.05507069528083375
5,0,Black | Protestant,SEEK_W45,probe_plain,0.09783926361183959
5,0,Black | Protestant,SEEK_W45,probe_L_group,0.46298644509515496
5,0,Black | Protestant,SEEK_W45,shrinkage,0.06502654635787608
5,0,Black | Protestant,SHARE1_W49,probe_plain,0.193635499595949
5,0,Black | Protestant,SHARE1_W49,probe_L_group,0.4591806617041564
5,0,Black | Protestant,SHARE1_W49,shrinkage,0.05364514904619888
5,0,Black | Protestant,SMARTPHONE_W49,probe_plain,0.21657277716449486
5,0,Black | Protestant,SMARTPHONE_W49,probe_L_group,0.21670516670846895
5,0,Black | Protestant,SMARTPHONE_W49,shrinkage,0.025506448592339415
5,0,Black | Protestant,SMSHARER_W45,probe_plain,0.20999442176698846
5,0,Black | Protestant,SMSHARER_W45,probe_L_group,0.10650810100836261
5,0,Black | Protestant,SMSHARER_W45,shrinkage,0.012124478114740933
5,0,Black | Protestant,SNGLPYER_W92,probe_plain,0.3222204627485759
5,0,Black | Protestant,SNGLPYER_W92,probe_L_group,0.13747459795906564
5,0,Black | Protestant,SNGLPYER_W92,shrinkage,0.031907805087332985
5,0,Black | Protestant,SNSUSE_W45,probe_plain,0.29482648174669246
5,0,Black | Protestant,SNSUSE_W45,probe_L_group,0.2986124687928423
5,0,Black | Protestant,SNSUSE_W45,shrinkage,0.05518757411341668
5,0,Black | Protestant,SOCMEDIAUSEa_W49,probe_plain,0.26504354451335277
5,0,Black | Protestant,SOCMEDIAUSEa_W49,probe_L_group,0.2731537632117157
5,0,Black | Protestant,SOCMEDIAUSEa_W49,shrinkage,0.08515921935350002
5,0,Black | Protestant,SOCMEDIAUSEb_W49,probe_plain,0.5696598162756028
5,0,Black | Protestant,SOCMEDIAUSEb_W49,probe_L_group,0.5745469392143032
5,0,Black | Protestant,SOCMEDIAUSEb_W49,shrinkage,0.05094243436503271
5,0,Black | Protestant,SOCMEDIAUSEc_W49,probe_plain,0.6940287107160621
5,0,Black | Protestant,SOCMEDIAUSEc_W49,probe_L_group,0.7914156501483344
5,0,Black | Protestant,SOCMEDIAUSEc_W49,shrinkage,0.014356524298478973
5,0,Black | Protestant,SOCMEDIAUSEd_W49,probe_plain,0.6117833020576122
5,0,Black | Protestant,SOCMEDIAUSEd_W49,probe_L_group,0.68091027589989
5,0,Black | Protestant,SOCMEDIAUSEd_W49,shrinkage,0.06263597365012535
5,0,Black | Protestant,SPOUSESEX_W50,probe_plain,0.0453185861207589
5,0,Black | Protestant,SPOUSESEX_W50,probe_L_group,0.0454602843055546
5,0,Black | Protestant,SPOUSESEX_W50,shrinkage,0.017262620999948464
5,0,Black | Protestant,SUPERPWR_W92,probe_plain,0.25753301299758224
5,0,Black | Protestant,SUPERPWR_W92,probe_L_group,0.27803665626604324
5,0,Black | Protestant,SUPERPWR_W92,shrinkage,0.20721726183376754
5,0,Black | Protestant,TALKCMNSNSINT_W49,probe_plain,0.3923938110882993
5,0,Black | Protestant,TALKCMNSNSINT_W49,probe_L_group,0.3761955275921298
5,0,Black | Protestant,TALKCMNSNSINT_W49,shrinkage,0.0839337296243467
5,0,Black | Protestant,TALKDISASNSINT_W49,probe_plain,0.18799038825648334
5,0,Black | Protestant,TALKDISASNSINT_W49,probe_L_group,0.44815734258898854
5,0,Black | Protestant,TALKDISASNSINT_W49,shrinkage,0.04946177485687092
5,0,Black | Protestant,VTRGHTPRIV1_W92,probe_plain,0.21359213082160267
5,0,Black | Protestant,VTRGHTPRIV1_W92,probe_L_group,0.21440821713450986
5,0,Black | Protestant,VTRGHTPRIV1_W92,shrinkage,0.039634087301861465
5,0,Black | Protestant,VTRS_VALS_W92,probe_plain,0.397687760707522
5,0,Black | Protestant,VTRS_VALS_W92,probe_L_group,0.5604552252581284
5,0,Black | Protestant,VTRS_VALS_W92,shrinkage,0.07360731781074031
5,0,Black | Protestant,WATCHDOG_1_W45,probe_plain,0.15998584910330815
5,0,Black | Protestant,WATCHDOG_1_W45,probe_L_group,0.08026302247106229
5,0,Black | Protestant,WATCHDOG_1_W45,shrinkage,0.004728588203245954
5,0,Black | Protestant,WATCHDOG_3_W45,probe_plain,0.4796857133777289
5,0,Black | Protestant,WATCHDOG_3_W45,probe_L_group,0.5499786867813897
5,0,Black | Protestant,WATCHDOG_3_W45,shrinkage,0.12605524813701147
5,0,Black | Protestant,WOMENOBS_W92,probe_plain,0.6723060002386392
5,0,Black | Protestant,WOMENOBS_W92,probe_L_group,0.31907644464886736
5,0,Black | Protestant,WOMENOBS_W92,shrinkage,0.012674956692884931
5,0,White | Roman Catholic,ALLIES_W92,probe_plain,0.3619017927858855
5,0,White | Roman Catholic,ALLIES_W92,probe_L_group,0.3619595428674568
5,0,White | Roman Catholic,ALLIES_W92,shrinkage,0.013864388759158186
5,0,White | Roman Catholic,ANONYMOUS1CO_W49,probe_plain,0.5802629969822715
5,0,White | Roman Catholic,ANONYMOUS1CO_W49,probe_L_group,0.5809706149315546
5,0,White | Roman Catholic,ANONYMOUS1CO_W49,shrinkage,0.053430843373437564
5,0,White | Roman Catholic,ANONYMOUS1GOV_W49,probe_plain,0.743846508485325
5,0,White | Roman Catholic,ANONYMOUS1GOV_W49,probe_L_group,0.744307259788238
5,0,White | Roman Catholic,ANONYMOUS1GOV_W49,shrinkage,0.11079315633859649
5,0,White | Roman Catholic,BIGHOUSES_W92,probe_plain,0.42291829892871335
5,0,White | Roman Catholic,BIGHOUSES_W92,probe_L_group,0.42313804853030157
5,0,White | Roman Catholic,BIGHOUSES_W92,shrinkage,0.0029416610128966125
5,0,White | Roman Catholic,BUSPROFIT_W92,probe_plain,0.40991788715639976
5,0,White | Roman Catholic,BUSPROFIT_W92,probe_L_group,0.41035918188263565
5,0,White | Roman Catholic,BUSPROFIT_W92,shrinkage,0.11487211558021393
5,0,White | Roman Catholic,CANMTCHPOL_W92,probe_plain,0.3245445151476757
5,0,White | Roman Catholic,CANMTCHPOL_W92,probe_L_group,0.3245537002408273
5,0,White | Roman Catholic,CANMTCHPOL_W92,shrinkage,0.007583513368432548
5,0,White | Roman Catholic,CNTRYFAIR_W92,probe_plain,0.6078923232326221
5,0,White | Roman Catholic,CNTRYFAIR_W92,probe_L_group,0.6116744571583351
5,0,White | Roman Catholic,CNTRYFAIR_W92,shrinkage,0.04276948903731659
5,0,White | Roman Catholic,COMPROMISEVAL_W92,probe_plain,0.6912740946966509
5,0,White | Roman Catholic,COMPROMISEVAL_W92,probe_L_group,0.6884721788386297
5,0,White | Roman Catholic,COMPROMISEVAL_W92,shrinkage,0.01718077041626348
5,0,White | Roman Catholic,DATAUSEa_W49,probe_plain,0.7266359721981205
5,0,White | Roman Catholic,DATAUSEa_W49,probe_L_group,0.27214978181702487
5,0,White | Roman Catholic,DATAUSEa_W49,shrinkage,0.16397167495639853
5,0,White | Roman Catholic,DATAUSEb_W49,probe_plain,0.542295711325723
5,0,White | Roman Catholic,DATAUSEb_W49,probe_L_group,0.37462550248901705
5,0,White | Roman Catholic,DATAUSEb_W49,shrinkage,0.08750709990884775
5,0,White | Roman Catholic,DATAUSEc_W49,probe_plain,0.6406924213380517
5,0,White | Roman Catholic,DATAUSEc_W49,probe_L_group,0.35876716064487
5,0,White | Roman Catholic,DATAUSEc_W49,shrinkage,0.12815529631578915
5,0,White | Roman Catholic,DATAUSEd_W49,probe_plain,0.4583306103806975
5,0,White | Roman Catholic,DATAUSEd_W49,probe_L_group,0.5170291411101187
5,0,White | Roman Catholic,DATAUSEd_W49,shrinkage,0.021738549772695126
5,0,White | Roman Catholic,DATAUSEe_W49,probe_plain,0.3418618415478471
5,0,White | Roman Catholic,DATAUSEe_W49,probe_L_group,0.6498074927722421
5,0,White | Roman Catholic,DATAUSEe_W49,shrinkage,0.07063682816797656
5,0,White | Roman Catholic,DATAUSEf_W49,probe_plain,0.4079614268508714
5,0,White | Roman Catholic,DATAUSEf_W49,probe_L_group,0.5920177146853085
5,0,White | Roman Catholic,DATAUSEf_W49,shrinkage,0.10449284802507197
5,0,White | Roman Catholic,DB1a_W49,probe_plain,0.23203746686321647
5,0,White | Roman Catholic,DB1a_W49,probe_L_group,0.7672339689279969
5,0,White | Roman Catholic,DB1a_W49,shrinkage,0.04245438367625168
5,0,White | Roman Catholic,DB1c_W49,probe_plain,0.06900107486448055
5,0,White | Roman Catholic,DB1c_W49,probe_L_group,0.9190611388906725
5,0,White | Roman Catholic,DB1c_W49,shrinkage,0.04929434625248171
