n,repeat,cell,qkey,method,wd
10,2,Black | Protestant,SOCMEDIAUSEd_W49,probe_L_group,0.6805317096152317
10,2,Black | Protestant,SOCMEDIAUSEd_W49,shrinkage,0.15467218391235926
10,2,Black | Protestant,SPOUSESEX_W50,probe_plain,0.2900176936835729
10,2,Black | Protestant,SPOUSESEX_W50,probe_L_group,0.0454602843055546
10,2,Black | Protestant,SPOUSESEX_W50,shrinkage,0.021962233001960874
10,2,Black | Protestant,SUPERPWR_W92,probe_plain,0.7123664452552034
10,2,Black | Protestant,SUPERPWR_W92,probe_L_group,0.2820550621069502
10,2,Black | Protestant,SUPERPWR_W92,shrinkage,0.11334647568713452
10,2,Black | Protestant,TALKCMNSNSINT_W49,probe_plain,0.4376440888539352
10,2,Black | Protestant,TALKCMNSNSINT_W49,probe_L_group,0.5573629996846641
10,2,Black | Protestant,TALKCMNSNSINT_W49,shrinkage,0.01630648076204988
10,2,Black | Protestant,TALKDISASNSINT_W49,probe_plain,0.45911540308163057
10,2,Black | Protestant,TALKDISASNSINT_W49,probe_L_group,0.522819009927372
10,2,Black | Protestant,TALKDISASNSINT_W49,shrinkage,0.22236359455215707
10,2,Black | Protestant,VTRGHTPRIV1_W92,probe_plain,0.18284205148769217
10,2,Black | Protestant,VTRGHTPRIV1_W92,probe_L_group,0.2144092776715375
10,2,Black | Protestant,VTRGHTPRIV1_W92,shrinkage,0.05606094853242871
10,2,Black | Protestant,VTRS_VALS_W92,probe_plain,0.5615024984323596
10,2,Black | Protestant,VTRS_VALS_W92,probe_L_group,0.0298047261858998
10,2,Black | Protestant,VTRS_VALS_W92,shrinkage,0.15749866808050828
10,2,Black | Protestant,WATCHDOG_1_W45,probe_plain,0.23148654964305684
10,2,Black | Protestant,WATCHDOG_1_W45,probe_L_group,0.5205820774613503
10,2,Black | Protestant,WATCHDOG_1_W45,shrinkage,0.21197637491069732
10,2,Black | Protestant,WATCHDOG_3_W45,probe_plain,0.4438598318935865
10,2,Black | Protestant,WATCHDOG_3_W45,probe_L_group,0.5560133974306068
10,2,Black | Protestant,WATCHDOG_3_W45,shrinkage,0.021038615483049194
10,2,Black | Protestant,WOMENOBS_W92,probe_plain,0.3226913450273354
10,2,Black | Protestant,WOMENOBS_W92,probe_L_group,0.6766816073219308
10,2,Black | Protestant,WOMENOBS_W92,shrinkage,0.08528907634560284
10,2,White | Roman Catholic,ALLIES_W92,probe_plain,0.33574840434498066
10,2,White | Roman Catholic,ALLIES_W92,probe_L_group,0.3619597102574249
10,2,White | Roman Catholic,ALLIES_W92,shrinkage,0.10349371384113737
10,2,White | Roman Catholic,ANONYMOUS1CO_W49,probe_plain,0.3216975161277444
10,2,White | Roman Catholic,ANONYMOUS1CO_W49,probe_L_group,0.5809875335805996
10,2,White | Roman Catholic,ANONYMOUS1CO_W49,shrinkage,0.006358245139808927
10,2,White | Roman Catholic,ANONYMOUS1GOV_W49,probe_plain,0.02072840911025592
10,2,White | Roman Catholic,ANONYMOUS1GOV_W49,probe_L_group,0.7443109766548014
10,2,White | Roman Catholic,ANONYMOUS1GOV_W49,shrinkage,0.12232889977204242
10,2,White | Roman Catholic,BIGHOUSES_W92,probe_plain,0.5481511822452574
10,2,White | Roman Catholic,BIGHOUSES_W92,probe_L_group,0.423138059503123
10,2,White | Roman Catholic,BIGHOUSES_W92,shrinkage,0.15169976517444905
10,2,White | Roman Catholic,BUSPROFIT_W92,probe_plain,0.5524445789276357
10,2,White | Roman Catholic,BUSPROFIT_W92,probe_L_group,0.4103592611000826
10,2,White | Roman Catholic,BUSPROFIT_W92,shrinkage,0.05990904964700383
10,2,White | Roman Catholic,CANMTCHPOL_W92,probe_plain,0.2796035132396427
10,2,White | Roman Catholic,CANMTCHPOL_W92,probe_L_group,0.3245537002408273
10,2,White | Roman Catholic,CANMTCHPOL_W92,shrinkage,0.06395817970608009
10,2,White | Roman Catholic,CNTRYFAIR_W92,probe_plain,0.2371742651079037
10,2,White | Roman Catholic,CNTRYFAIR_W92,probe_L_group,0.6116752129246981
10,2,White | Roman Catholic,CNTRYFAIR_W92,shrinkage,0.1123285719778554
10,2,White | Roman Catholic,COMPROMISEVAL_W92,probe_plain,0.2312463592172216
10,2,White | Roman Catholic,COMPROMISEVAL_W92,probe_L_group,0.7643706453250141
10,2,White | Roman Catholic,COMPROMISEVAL_W92,shrinkage,0.015153147386022053
10,2,White | Roman Catholic,DATAUSEa_W49,probe_plain,0.7144969253996493
10,2,White | Roman Catholic,DATAUSEa_W49,probe_L_group,0.27214978181702487
10,2,White | Roman Catholic,DATAUSEa_W49,shrinkage,0.16810393916948163
10,2,White | Roman Catholic,DATAUSEb_W49,probe_plain,0.02359943734771408
10,2,White | Roman Catholic,DATAUSEb_W49,probe_L_group,0.37462550248901705
10,2,White | Roman Catholic,DATAUSEb_W49,shrinkage,0.12715058700678017
10,2,White | Roman Catholic,DATAUSEc_W49,probe_plain,0.6404030772717109
10,2,White | Roman Catholic,DATAUSEc_W49,probe_L_group,0.3587671899594611
10,2,White | Roman Catholic,DATAUSEc_W49,shrinkage,0.05915147365377471
10,2,White | Roman Catholic,DATAUSEd_W49,probe_plain,0.11310642590887027
10,2,White | Roman Catholic,DATAUSEd_W49,probe_L_group,0.5170291411101187
10,2,White | Roman Catholic,DATAUSEd_W49,shrinkage,0.06975504797548299
10,2,White | Roman Catholic,DATAUSEe_W49,probe_plain,0.17337484339162287
10,2,White | Roman Catholic,DATAUSEe_W49,probe_L_group,0.6498074927722421
10,2,White | Roman Catholic,DATAUSEe_W49,shrinkage,0.13444029170425204
10,2,White | Roman Catholic,DATAUSEf_W49,probe_plain,0.4079683436236302
10,2,White | Roman Catholic,DATAUSEf_W49,probe_L_group,0.5920184316709611
10,2,White | Roman Catholic,DATAUSEf_W49,shrinkage,0.1371551590029828
10,2,White | Roman Catholic,DB1a_W49,probe_plain,0.232508157450775
10,2,White | Roman Catholic,DB1a_W49,probe_L_group,0.7674900630214898
10,2,White | Roman Catholic,DB1a_W49,shrinkage,0.017051417183877565
10,2,White | Roman Catholic,DB1c_W49,probe_plain,0.06904714611651763
10,2,White | Roman Catholic,DB1c_W49,probe_L_group,0.9307287256272414
10,2,White | Roman Catholic,DB1c_W49,shrinkage,0.018521891481657338
10,2,White | Roman Catholic,DISAVOID_W45,probe_plain,0.4762043048927857
10,2,White | Roman Catholic,DISAVOID_W45,probe_L_group,0.45299740539376054
10,2,White | Roman Catholic,DISAVOID_W45,shrinkage,0.07659870788770368
10,2,White | Roman Catholic,DNA2a_W50,probe_plain,0.6474041945226374
10,2,White | Roman Catholic,DNA2a_W50,probe_L_group,0.18523181810067302
10,2,White | Roman Catholic,DNA2a_W50,shrinkage,0.08606389539643677
10,2,White | Roman Catholic,DNA2b_W50,probe_plain,0.3810689603842905
10,2,White | Roman Catholic,DNA2b_W50,probe_L_group,0.6093543431220801
10,2,White | Roman Catholic,DNA2b_W50,shrinkage,0.14151076417162495
10,2,White | Roman Catholic,DNA2c_W50,probe_plain,0.24521323046926763
10,2,White | Roman Catholic,DNA2c_W50,probe_L_group,0.675278842981518
10,2,White | Roman Catholic,DNA2c_W50,shrinkage,0.05835973371062575
10,2,White | Roman Catholic,DNA3a_W50,probe_plain,0.33256502956186995
10,2,White | Roman Catholic,DNA3a_W50,probe_L_group,0.661900894697498
10,2,White | Roman Catholic,DNA3a_W50,shrinkage,0.19716165741140018
10,2,White | Roman Catholic,DNA3b_W50,probe_plain,0.24942985602173087
10,2,White | Roman Catholic,DNA3b_W50,probe_L_group,0.7113168458905352
10,2,White | Roman Catholic,DNA3b_W50,shrinkage,0.06255565440110558
10,2,White | Roman Catholic,DNA3c_W50,probe_plain,0.4399393734666414
10,2,White | Roman Catholic,DNA3c_W50,probe_L_group,0.5353161474997783
10,2,White | Roman Catholic,DNA3c_W50,shrinkage,0.05450762932803571
10,2,White | Roman Catholic,DNA4_W50,probe_plain,0.30145950485763423
10,2,White | Roman Catholic,DNA4_W50,probe_L_group,0.27976649295564754
10,2,White | Roman Catholic,DNA4_W50,shrinkage,0.1331414953702455
10,2,White | Roman Catholic,DNA5_W50,probe_plain,0.169562281085672
10,2,White | Roman Catholic,DNA5_W50,probe_L_group,0.19279909943462098
10,2,White | Roman Catholic,DNA5_W50,shrinkage,0.033634566756282624
10,2,White | Roman Catholic,DNATEST_W49,probe_plain,0.1772830671886324
10,2,White | Roman Catholic,DNATEST_W49,probe_L_group,0.7152653383436444
10,2,White | Roman Catholic,DNATEST_W49,shrinkage,0.029215387639729307
10,2,White | Roman Catholic,DNATEST_W50,probe_plain,0.1510289566230371
10,2,White | Roman Catholic,DNATEST_W50,probe_L_group,0.7415194489092397
10,2,White | Roman Catholic,DNATEST_W50,shrinkage,0.12216937377927903
10,2,White | Roman Catholic,ECONFAIR_W92,probe_plain,0.323448945647447
10,2,White | Roman Catholic,ECONFAIR_W92,probe_L_group,0.35218696835273144
10,2,White | Roman Catholic,ECONFAIR_W92,shrinkage,0.05831417876413514
10,2,White | Roman Catholic,ENG_W50,probe_plain,0.1173969089690742
10,2,White | Roman Catholic,ENG_W50,probe_L_group,0.8804000947539339
10,2,White | Roman Catholic,ENG_W50,shrinkage,0.0674220018108805
10,2,White | Roman Catholic,FACE4a_W49,probe_plain,0.06607603652772642
10,2,White | Roman Catholic,FACE4a_W49,probe_L_group,0.11852798453461744
10,2,White | Roman Catholic,FACE4a_W49,shrinkage,0.01897679055929158
10,2,White | Roman Catholic,FACE4b_W49,probe_plain,0.4680005192642529
10,2,White | Roman Catholic,FACE4b_W49,probe_L_group,0.5189605238129278
10,2,White | Roman Catholic,FACE4b_W49,shrinkage,0.05829644878374657
10,2,White | Roman Catholic,FACE4c_W49,probe_plain,0.23045699894519273
10,2,White | Roman Catholic,FACE4c_W49,probe_L_group,0.725092364615197
10,2,White | Roman Catholic,FACE4c_W49,shrinkage,0.15229534575848142
10,2,White | Roman Catholic,FACE4d_W49,probe_plain,0.5386481167431819
10,2,White | Roman Catholic,FACE4d_W49,probe_L_group,0.4514554267945742
10,2,White | Roman Catholic,FACE4d_W49,shrinkage,0.0031401836926043813
10,2,White | Roman Catholic,FAMSURV18A_W50,probe_plain,0.744005355897872
10,2,White | Roman Catholic,FAMSURV18A_W50,probe_L_group,0.20301147671430242
10,2,White | Roman Catholic,FAMSURV18A_W50,shrinkage,0.11011275341955362
10,2,White | Roman Catholic,FAMSURV18B_W50,probe_plain,0.29950627557509785
10,2,White | Roman Catholic,FAMSURV18B_W50,probe_L_group,0.7004909680228021
10,2,White | Roman Catholic,FAMSURV18B_W50,shrinkage,0.09784230417204015
10,2,White | Roman Catholic,FAMSURV20_W50,probe_plain,0.44497392274362935
10,2,White | Roman Catholic,FAMSURV20_W50,probe_L_group,0.5234988048614644
10,2,White | Roman Catholic,FAMSURV20_W50,shrinkage,0.02030385544010027
10,2,White | Roman Catholic,FAMSURV21_W50,probe_plain,0.1847206780963178
10,2,White | Roman Catholic,FAMSURV21_W50,probe_L_group,0.8152672224183105
10,2,White | Roman Catholic,FAMSURV21_W50,shrinkage,0.1156372320297947
10,2,White | Roman Catholic,FAMSURV28_W50,probe_plain,0.5547687946119646
10,2,White | Roman Catholic,FAMSURV28_W50,probe_L_group,0.08232324927826384
10,2,White | Roman Catholic,FAMSURV28_W50,shrinkage,0.07692179591578474
10,2,White | Roman Catholic,FAMSURV35a_W50,probe_plain,0.48404800148310556
10,2,White | Roman Catholic,FAMSURV35a_W50,probe_L_group,0.5005771050299872
10,2,White | Roman Catholic,FAMSURV35a_W50,shrinkage,0.04027564252595506
10,2,White | Roman Catholic,FAMSURV35b_W50,probe_plain,0.5728545386161843
10,2,White | Roman Catholic,FAMSURV35b_W50,probe_L_group,0.5840046026725798
10,2,White | Roman Catholic,FAMSURV35b_W50,shrinkage,0.053083851528894554
10,2,White | Roman Catholic,FAMSURV35c_W50,probe_plain,0.09917189507372307
10,2,White | Roman Catholic,FAMSURV35c_W50,probe_L_group,0.8483431479582368
10,2,White | Roman Catholic,FAMSURV35c_W50,shrinkage,0.02476313201464367
10,2,White | Roman Catholic,FAMSURV36a_W50,probe_plain,0.10146903859118128
10,2,White | Roman Catholic,FAMSURV36a_W50,probe_L_group,0.8614973570577231
10,2,White | Roman Catholic,FAMSURV36a_W50,shrinkage,0.049990546428285765
10,2,White | Roman Catholic,FAMSURV36b_W50,probe_plain,0.022752637248041135
10,2,White | Roman Catholic,FAMSURV36b_W50,probe_L_group,0.8701553990154709
10,2,White | Roman Catholic,FAMSURV36b_W50,shrinkage,0.13607727706822093
10,2,White | Roman Catholic,FAMSURV36c_W50,probe_plain,0.0966284997433382
10,2,White | Roman Catholic,FAMSURV36c_W50,probe_L_group,0.7536635231873656
10,2,White | Roman Catholic,FAMSURV36c_W50,shrinkage,0.09069143451796655
10,2,White | Roman Catholic,FAMSURV4_W50,probe_plain,0.3598061880948167
10,2,White | Roman Catholic,FAMSURV4_W50,probe_L_group,0.3913007864638226
10,2,White | Roman Catholic,FAMSURV4_W50,shrinkage,0.11256242276544848
10,2,White | Roman Catholic,FAMSURV8_W50,probe_plain,0.20021900418120875
10,2,White | Roman Catholic,FAMSURV8_W50,probe_L_group,0.551535797950382
10,2,White | Roman Catholic,FAMSURV8_W50,shrinkage,0.05952922059869925
10,2,White | Roman Catholic,FATHER_W50,probe_plain,0.40661038115480697
10,2,White | Roman Catholic,FATHER_W50,probe_L_group,0.5932493284510911
10,2,White | Roman Catholic,FATHER_W50,shrinkage,0.03395578777097674
10,2,White | Roman Catholic,FCFAIR_W45,probe_plain,0.34200080403811106
10,2,White | Roman Catholic,FCFAIR_W45,probe_L_group,0.5032438764953235
10,2,White | Roman Catholic,FCFAIR_W45,shrinkage,0.044447883660253096
10,2,White | Roman Catholic,FITTRACK_W49,probe_plain,0.2382878542423252
10,2,White | Roman Catholic,FITTRACK_W49,probe_L_group,0.7586264802625206
10,2,White | Roman Catholic,FITTRACK_W49,shrinkage,0.06664503701968402
10,2,White | Roman Catholic,FP_AUTH_W92,probe_plain,0.5180461734621025
10,2,White | Roman Catholic,FP_AUTH_W92,probe_L_group,0.48106428864103523
10,2,White | Roman Catholic,FP_AUTH_W92,shrinkage,0.004253933295071288
10,2,White | Roman Catholic,GLBLZE_W92,probe_plain,0.450564553507709
10,2,White | Roman Catholic,GLBLZE_W92,probe_L_group,0.5492102412125919
10,2,White | Roman Catholic,GLBLZE_W92,shrinkage,0.03810105024574173
10,2,White | Roman Catholic,GOODEVIL_W92,probe_plain,0.4822692902832391
10,2,White | Roman Catholic,GOODEVIL_W92,probe_L_group,0.5023779856554103
10,2,White | Roman Catholic,GOODEVIL_W92,shrinkage,0.07118602007240465
10,2,White | Roman Catholic,GOVAID_W92,probe_plain,0.522414983535545
10,2,White | Roman Catholic,GOVAID_W92,probe_L_group,0.47622673450928055
10,2,White | Roman Catholic,GOVAID_W92,shrinkage,0.028038155788235875
10,2,White | Roman Catholic,GOVPROTCT_W92,probe_plain,0.3804788994493943
10,2,White | Roman Catholic,GOVPROTCT_W92,probe_L_group,0.6194938364763618
10,2,White | Roman Catholic,GOVPROTCT_W92,shrinkage,0.04910212720266094
10,2,White | Roman Catholic,GOVREGV2_W49,probe_plain,0.5625515282985286
10,2,White | Roman Catholic,GOVREGV2_W49,probe_L_group,0.431884341459872
10,2,White | Roman Catholic,GOVREGV2_W49,shrinkage,0.15550057638978976
10,2,White | Roman Catholic,GOVSIZE1_W92,probe_plain,0.5422545567442286
10,2,White | Roman Catholic,GOVSIZE1_W92,probe_L_group,0.4577390834273647
10,2,White | Roman Catholic,GOVSIZE1_W92,shrinkage,0.03278245539768865
10,2,White | Roman Catholic,GOVSIZE2_W92,probe_plain,0.2457082492346226
10,2,White | Roman Catholic,GOVSIZE2_W92,probe_L_group,0.7542831765109558
10,2,White | Roman Catholic,GOVSIZE2_W92,shrinkage,0.01822624131471981
10,2,White | Roman Catholic,GOVSIZE3_W92,probe_plain,0.5971959079655967
10,2,White | Roman Catholic,GOVSIZE3_W92,probe_L_group,0.3572230775395502
10,2,White | Roman Catholic,GOVSIZE3_W92,shrinkage,0.08929817075791324
10,2,White | Roman Catholic,GOVTHC_W92,probe_plain,0.4160765357619649
10,2,White | Roman Catholic,GOVTHC_W92,probe_L_group,0.4174717735743334
10,2,White | Roman Catholic,GOVTHC_W92,shrinkage,0.07959823098659147
10,2,White | Roman Catholic,GOVWASTE_W92,probe_plain,0.3425357348006619
10,2,White | Roman Catholic,GOVWASTE_W92,probe_L_group,0.45384328521994555
10,2,White | Roman Catholic,GOVWASTE_W92,shrinkage,0.020217599470849335
10,2,White | Roman Catholic,HOMEASSIST1_W49,probe_plain,0.27580561122284963
10,2,White | Roman Catholic,HOMEASSIST1_W49,probe_L_group,0.7241601610242061
10,2,White | Roman Catholic,HOMEASSIST1_W49,shrinkage,0.0034326359542823925
10,2,White | Roman Catholic,HOMEASSIST5a_W49,probe_plain,0.17169455880628326
10,2,White | Roman Catholic,HOMEASSIST5a_W49,probe_L_group,0.5675998882800877
10,2,White | Roman Catholic,HOMEASSIST5a_W49,shrinkage,0.1495599220970394
10,2,White | Roman Catholic,HOMEASSIST5b_W49,probe_plain,0.3199395615883456
10,2,White | Roman Catholic,HOMEASSIST5b_W49,probe_L_group,0.6672244857247116
10,2,White | Roman Catholic,HOMEASSIST5b_W49,shrinkage,0.01980827423544529
10,2,White | Roman Catholic,HOMEIOT_W49,probe_plain,0.2618081576695836
10,2,White | Roman Catholic,HOMEIOT_W49,probe_L_group,0.7381848314229924
10,2,White | Roman Catholic,HOMEIOT_W49,shrinkage,0.011082478154720299
10,2,White | Roman Catholic,INFOKNOWa_W45,probe_plain,0.5924347331624253
10,2,White | Roman Catholic,INFOKNOWa_W45,probe_L_group,0.5924347331624253
10,2,White | Roman Catholic,INFOKNOWa_W45,shrinkage,0.01359374018969417
10,2,White | Roman Catholic,INFOKNOWb_W45,probe_plain,0.38629267171097015
10,2,White | Roman Catholic,INFOKNOWb_W45,probe_L_group,0.38629267171097015
10,2,White | Roman Catholic,INFOKNOWb_W45,shrinkage,0.1444782591574233
10,2,White | Roman Catholic,INFOKNOWc_W45,probe_plain,0.5835465198978413
10,2,White | Roman Catholic,INFOKNOWc_W45,probe_L_group,0.58354666416529
10,2,White | Roman Catholic,INFOKNOWc_W45,shrinkage,0.11492265918198036
10,2,White | Roman Catholic,INFOKNOWd_W45,probe_plain,0.4675704024521883
10,2,White | Roman Catholic,INFOKNOWd_W45,probe_L_group,0.4675704024521883
10,2,White | Roman Catholic,INFOKNOWd_W45,shrinkage,0.0242770435207752
10,2,White | Roman Catholic,INFOKNOWe_W45,probe_plain,0.6399886850954475
10,2,White | Roman Catholic,INFOKNOWe_W45,probe_L_group,0.6399886850954475
10,2,White | Roman Catholic,INFOKNOWe_W45,shrinkage,0.05445961896186108
10,2,White | Roman Catholic,INFOOWNa_W45,probe_plain,0.37961984101535884
10,2,White | Roman Catholic,INFOOWNa_W45,probe_L_group,0.37962106674405105
10,2,White | Roman Catholic,INFOOWNa_W45,shrinkage,0.049420920666268575
10,2,White | Roman Catholic,INFOOWNb_W45,probe_plain,0.17960728869322895
10,2,White | Roman Catholic,INFOOWNb_W45,probe_L_group,0.17960753048262756
10,2,White | Roman Catholic,INFOOWNb_W45,shrinkage,0.08276238357196941
10,2,White | Roman Catholic,INFOOWNc_W45,probe_plain,0.43774786666143606
10,2,White | Roman Catholic,INFOOWNc_W45,probe_L_group,0.43794318930259135
10,2,White | Roman Catholic,INFOOWNc_W45,shrinkage,0.004657952871521709
10,2,White | Roman Catholic,INFOOWNd_W45,probe_plain,0.2627509720272786
10,2,White | Roman Catholic,INFOOWNd_W45,probe_L_group,0.26275438253829697
10,2,White | Roman Catholic,INFOOWNd_W45,shrinkage,0.05186919084638175
10,2,White | Roman Catholic,INFOOWNe_W45,probe_plain,0.4666370475145287
10,2,White | Roman Catholic,INFOOWNe_W45,probe_L_group,0.46664036089461924
10,2,White | Roman Catholic,INFOOWNe_W45,shrinkage,0.010417856177465712
10,2,White | Roman Catholic,INFORESTRICTa_W45,probe_plain,0.10087436653285403
10,2,White | Roman Catholic,INFORESTRICTa_W45,probe_L_group,0.8129858679984182
10,2,White | Roman Catholic,INFORESTRICTa_W45,shrinkage,0.0782470560923344
10,2,White | Roman Catholic,INFORESTRICTb_W45,probe_plain,0.33552999635469294
10,2,White | Roman Catholic,INFORESTRICTb_W45,probe_L_group,0.33659305147508123
10,2,White | Roman Catholic,INFORESTRICTb_W45,shrinkage,0.07375454106503088
10,2,White | Roman Catholic,INFORESTRICTc_W45,probe_plain,0.5809915544223174
10,2,White | Roman Catholic,INFORESTRICTc_W45,probe_L_group,0.5830572220443282
10,2,White | Roman Catholic,INFORESTRICTc_W45,shrinkage,0.06097859883499135
10,2,White | Roman Catholic,INFORESTRICTd_W45,probe_plain,0.39008030608455335
10,2,White | Roman Catholic,INFORESTRICTd_W45,probe_L_group,0.3901899249217792
10,2,White | Roman Catholic,INFORESTRICTd_W45,shrinkage,0.051817066318309846
10,2,White | Roman Catholic,INFORESTRICTe_W45,probe_plain,0.18844126912994957
10,2,White | Roman Catholic,INFORESTRICTe_W45,probe_L_group,0.8048913088286572
10,2,White | Roman Catholic,INFORESTRICTe_W45,shrinkage,0.07002013536009596
10,2,White | Roman Catholic,INSTN_BNKS_W92,probe_plain,0.5920366380120802
10,2,White | Roman Catholic,INSTN_BNKS_W92,probe_L_group,0.4079594079073424
10,2,White | Roman Catholic,INSTN_BNKS_W92,shrinkage,0.14414137642898595
10,2,White | Roman Catholic,INSTN_CHR_W92,probe_plain,0.729903261389038
10,2,White | Roman Catholic,INSTN_CHR_W92,probe_L_group,0.27009651682857816
10,2,White | Roman Catholic,INSTN_CHR_W92,shrinkage,0.11559454463731944
10,2,White | Roman Catholic,INSTN_CLGS_W92,probe_plain,0.5469670176006347
10,2,White | Roman Catholic,INSTN_CLGS_W92,probe_L_group,0.45302668616687314
10,2,White | Roman Catholic,INSTN_CLGS_W92,shrinkage,0.12705256925419184
10,2,White | Roman Catholic,INSTN_K12_W92,probe_plain,0.5851646195819538
10,2,White | Roman Catholic,INSTN_K12_W92,probe_L_group,0.4148350132122969
10,2,White | Roman Catholic,INSTN_K12_W92,shrinkage,0.05734870835407957
10,2,White | Roman Catholic,INSTN_LBRUN_W92,probe_plain,0.4573546810135811
10,2,White | Roman Catholic,INSTN_LBRUN_W92,probe_L_group,0.5426452617901903
10,2,White | Roman Catholic,INSTN_LBRUN_W92,shrinkage,0.1679989169756383
10,2,White | Roman Catholic,INSTN_LGECRP_W92,probe_plain,0.3498713189878971
10,2,White | Roman Catholic,INSTN_LGECRP_W92,probe_L_group,0.6501282251989038
10,2,White | Roman Catholic,INSTN_LGECRP_W92,shrinkage,0.04100528043351237
10,2,White | Roman Catholic,INSTN_MSCENT_W92,probe_plain,0.35222553744487345
10,2,White | Roman Catholic,INSTN_MSCENT_W92,probe_L_group,0.6463126286769594
10,2,White | Roman Catholic,INSTN_MSCENT_W92,shrinkage,0.07799691017250371
10,2,White | Roman Catholic,INSTN_TECHCMP_W92,probe_plain,0.5351689499883268
10,2,White | Roman Catholic,INSTN_TECHCMP_W92,probe_L_group,0.4648272736704674
10,2,White | Roman Catholic,INSTN_TECHCMP_W92,shrinkage,0.08333548022851311
10,2,White | Roman Catholic,LEAD_W45,probe_plain,0.28368782510735957
10,2,White | Roman Catholic,LEAD_W45,probe_L_group,0.2873876676767164
10,2,White | Roman Catholic,LEAD_W45,shrinkage,0.044402695753803734
10,2,White | Roman Catholic,LOYALTY_W49,probe_plain,0.7099998595856715
10,2,White | Roman Catholic,LOYALTY_W49,probe_L_group,0.28999821109318813
10,2,White | Roman Catholic,LOYALTY_W49,shrinkage,0.024804140071059022
10,2,White | Roman Catholic,LWPSP_W50,probe_plain,0.500194588971125
10,2,White | Roman Catholic,LWPSP_W50,probe_L_group,0.4998046223424897
10,2,White | Roman Catholic,LWPSP_W50,shrinkage,0.04069678788091147
10,2,White | Roman Catholic,LWPT_W50,probe_plain,0.3097887170265491
10,2,White | Roman Catholic,LWPT_W50,probe_L_group,0.6902041415527288
10,2,White | Roman Catholic,LWPT_W50,shrinkage,0.022872902062716305
10,2,White | Roman Catholic,MADEUPRESa_W45,probe_plain,0.6588449365517043
10,2,White | Roman Catholic,MADEUPRESa_W45,probe_L_group,0.33946982171589835
10,2,White | Roman Catholic,MADEUPRESa_W45,shrinkage,0.023655327158035755
10,2,White | Roman Catholic,MADEUPRESb_W45,probe_plain,0.44364867748175574
10,2,White | Roman Catholic,MADEUPRESb_W45,probe_L_group,0.5550830826051609
10,2,White | Roman Catholic,MADEUPRESb_W45,shrinkage,0.049259589177846286
10,2,White | Roman Catholic,MADEUPRESc_W45,probe_plain,0.7743540152163257
10,2,White | Roman Catholic,MADEUPRESc_W45,probe_L_group,0.22479955820488218
10,2,White | Roman Catholic,MADEUPRESc_W45,shrinkage,0.037863197231752355
10,2,White | Roman Catholic,MADEUPRESd_W45,probe_plain,0.3089192466403575
10,2,White | Roman Catholic,MADEUPRESd_W45,probe_L_group,0.6904207142996119
10,2,White | Roman Catholic,MADEUPRESd_W45,shrinkage,0.012702849928864612
10,2,White | Roman Catholic,MADEUPRESe_W45,probe_plain,0.5363110155829648
10,2,White | Roman Catholic,MADEUPRESe_W45,probe_L_group,0.46052643211709376
10,2,White | Roman Catholic,MADEUPRESe_W45,shrinkage,0.028535173949531978
10,2,White | Roman Catholic,MADEUPSHARE1_W45,probe_plain,0.4863482204830783
10,2,White | Roman Catholic,MADEUPSHARE1_W45,probe_L_group,0.5132380148900179
10,2,White | Roman Catholic,MADEUPSHARE1_W45,shrinkage,0.024968007930482594
10,2,White | Roman Catholic,MADEUPSHARE2_W45,probe_plain,0.08521417030939055
10,2,White | Roman Catholic,MADEUPSHARE2_W45,probe_L_group,0.9147703685936519
10,2,White | Roman Catholic,MADEUPSHARE2_W45,shrinkage,0.049174879626643034
10,2,White | Roman Catholic,MADEUPSMFOL1_W45,probe_plain,0.46415526335620255
10,2,White | Roman Catholic,MADEUPSMFOL1_W45,probe_L_group,0.5340144818775887
10,2,White | Roman Catholic,MADEUPSMFOL1_W45,shrinkage,0.13807572855174616
10,2,White | Roman Catholic,MADEUPSMFOL2_W45,probe_plain,0.47583303927176
10,2,White | Roman Catholic,MADEUPSMFOL2_W45,probe_L_group,0.523625071317904
10,2,White | Roman Catholic,MADEUPSMFOL2_W45,shrinkage,0.06397000651449286
10,2,White | Roman Catholic,MAR2_W50,probe_plain,0.15480932726231686
10,2,White | Roman Catholic,MAR2_W50,probe_L_group,0.8451906514259391
10,2,White | Roman Catholic,MAR2_W50,shrinkage,0.12105978026462183
10,2,White | Roman Catholic,MARRFAM_W92,probe_plain,0.18009114261507642
10,2,White | Roman Catholic,MARRFAM_W92,probe_L_group,0.6272139735670095
10,2,White | Roman Catholic,MARRFAM_W92,shrinkage,0.0330258644771389
10,2,White | Roman Catholic,MEDIALOYAL3_W45,probe_plain,0.3768875725897003
10,2,White | Roman Catholic,MEDIALOYAL3_W45,probe_L_group,0.5525294565134711
10,2,White | Roman Catholic,MEDIALOYAL3_W45,shrinkage,0.09213050842504039
10,2,White | Roman Catholic,MOTHER_W50,probe_plain,0.5135944923172213
10,2,White | Roman Catholic,MOTHER_W50,probe_L_group,0.48605882429661296
10,2,White | Roman Catholic,MOTHER_W50,shrinkage,0.012421776860688905
10,2,White | Roman Catholic,NOGOVTHC_W92,probe_plain,0.18440440782393078
10,2,White | Roman Catholic,NOGOVTHC_W92,probe_L_group,0.810124884733582
10,2,White | Roman Catholic,NOGOVTHC_W92,shrinkage,0.03870021629115489
