attr_type,pair,qkey,wd_A_to_realA,wd_A_to_realB,wd_B_to_realB,wd_predA_predB,real_wd_AB,condition,wd_patch_to_realB,wd_patch_to_realA,wd_patch_to_predB,shift_to_realB,shift_to_predB
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,MARRDUR_W50,0.80466030181688,1.7465472995627986,1.5455664137994143,0.2009808857633844,2.5512076013796787,patch_randhead,1.742140254989562,0.8090673463901167,0.1965738411901477,0.004407044573236707,0.004407044573236707
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,COHABDUR_W50,0.8320643710899961,1.1178180827056108,0.9324454526259164,0.20064995403993424,1.687351919587876,patch_L11_all32,1.1188437593870544,0.8269098808495335,0.20167563072137784,-0.0010256766814435991,-0.0010256766814435991
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,COHABDUR_W50,0.8320643710899961,1.1178180827056108,0.9324454526259164,0.20064995403993424,1.687351919587876,patch_L11H16,1.1178180827056108,0.8320643710899961,0.20064995403993424,0.0,0.0
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,COHABDUR_W50,0.8320643710899961,1.1178180827056108,0.9324454526259164,0.20064995403993424,1.687351919587876,patch_L11L18_all,1.1188437593870544,0.8269098808495335,0.20167563072137784,-0.0010256766814435991,-0.0010256766814435991
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,COHABDUR_W50,0.8320643710899961,1.1178180827056108,0.9324454526259164,0.20064995403993424,1.687351919587876,patch_L11_all32_x5,1.1136915035741906,0.8177386510772662,0.19652337490851415,0.004126579131420227,0.004126579131420088
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,COHABDUR_W50,0.8320643710899961,1.1178180827056108,0.9324454526259164,0.20064995403993424,1.687351919587876,patch_randhead,1.118591071758514,0.8301456593247474,0.20142294309283734,-0.000772989052903128,-0.0007729890529031003
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,FAMSURV25_W50,0.38169034408305386,1.0605232383624075,1.012960898837047,0.0475623395253606,1.4422135824454614,patch_L11_all32,1.0549150417945823,0.38729854065087915,0.0419541429575353,0.0056081965678251855,0.0056081965678252965
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,FAMSURV25_W50,0.38169034408305386,1.0605232383624075,1.012960898837047,0.0475623395253606,1.4422135824454614,patch_L11H16,1.0605232383624075,0.38169034408305386,0.0475623395253606,0.0,0.0
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,FAMSURV25_W50,0.38169034408305386,1.0605232383624075,1.012960898837047,0.0475623395253606,1.4422135824454614,patch_L11L18_all,1.0552537026994413,0.3869598797460202,0.04229280386239426,0.005269535662966174,0.00526953566296634
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,FAMSURV25_W50,0.38169034408305386,1.0605232383624075,1.012960898837047,0.0475623395253606,1.4422135824454614,patch_L11_all32_x5,1.0408268263312115,0.4013867561142501,0.02900564315579629,0.019696412031195987,0.018556696369564307
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,FAMSURV25_W50,0.38169034408305386,1.0605232383624075,1.012960898837047,0.0475623395253606,1.4422135824454614,patch_randhead,1.061993580640888,0.3802200018045733,0.04903268180384113,-0.0014703422784805298,-0.0014703422784805298
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,ROMRELDUR_W50,0.4465335673562476,1.4763165636000917,1.3052014359638249,0.1711151276362668,1.4267284672826643,patch_L11_all32,1.4843986019793172,0.44394877404178534,0.17919716601549252,-0.008082038379225498,-0.00808203837922572
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,ROMRELDUR_W50,0.4465335673562476,1.4763165636000917,1.3052014359638249,0.1711151276362668,1.4267284672826643,patch_L11H16,1.4849955438822597,0.44858345322085447,0.179794107918435,-0.00867898028216807,-0.008678980282168208
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,ROMRELDUR_W50,0.4465335673562476,1.4763165636000917,1.3052014359638249,0.1711151276362668,1.4267284672826643,patch_L11L18_all,1.4843986019793172,0.44394877404178534,0.17919716601549252,-0.008082038379225498,-0.00808203837922572
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,ROMRELDUR_W50,0.4465335673562476,1.4763165636000917,1.3052014359638249,0.1711151276362668,1.4267284672826643,patch_L11_all32_x5,1.5028598685407433,0.4349329169842886,0.1976584325769184,-0.026543304940651602,-0.026543304940651602
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,ROMRELDUR_W50,0.4465335673562476,1.4763165636000917,1.3052014359638249,0.1711151276362668,1.4267284672826643,patch_randhead,1.479766108830599,0.44859325175977105,0.17456467286677405,-0.0034495452305072227,-0.0034495452305072505
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,HAVEKIDS1_W50,0.16115295526210383,0.9659919652521902,0.8594559192230802,0.10653604602910993,1.127144920514294,patch_L11_all32,0.9507756853112445,0.17636923520304953,0.09131976608816422,0.015216279940945765,0.01521627994094571
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,HAVEKIDS1_W50,0.16115295526210383,0.9659919652521902,0.8594559192230802,0.10653604602910993,1.127144920514294,patch_L11H16,0.962835905823173,0.16430901469112097,0.10337998660009279,0.0031560594290171995,0.003156059429017144
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,HAVEKIDS1_W50,0.16115295526210383,0.9659919652521902,0.8594559192230802,0.10653604602910993,1.127144920514294,patch_L11L18_all,0.9507756853112445,0.17636923520304953,0.09131976608816422,0.015216279940945765,0.01521627994094571
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,HAVEKIDS1_W50,0.16115295526210383,0.9659919652521902,0.8594559192230802,0.10653604602910993,1.127144920514294,patch_L11_all32_x5,0.9097165668622542,0.21742835365203972,0.05026064763917404,0.056275398389936004,0.05627539838993589
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,HAVEKIDS1_W50,0.16115295526210383,0.9659919652521902,0.8594559192230802,0.10653604602910993,1.127144920514294,patch_randhead,0.9648925067661436,0.16225241374815036,0.1054365875430634,0.001099458486046645,0.001099458486046534
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,GAP21Q47_W82,0.20562557277665944,0.9038583006222616,0.8413888997035313,0.06246940091873038,1.1094838733989212,patch_L11_all32,0.8908615810179376,0.21862229238098344,0.04947268131440638,0.012996719604324025,0.012996719604323997
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,GAP21Q47_W82,0.20562557277665944,0.9038583006222616,0.8413888997035313,0.06246940091873038,1.1094838733989212,patch_L11H16,0.900469753961528,0.2090141194373931,0.05908085425799672,0.0033885466607336268,0.0033885466607336545
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,GAP21Q47_W82,0.20562557277665944,0.9038583006222616,0.8413888997035313,0.06246940091873038,1.1094838733989212,patch_L11L18_all,0.8908615810179376,0.21862229238098344,0.04947268131440638,0.012996719604324025,0.012996719604323997
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent -> AGExPOLPARTY :: 50-64 | Independent,GAP21Q47_W82,0.20562557277665944,0.9038583006222616,0.8413888997035313,0.06246940091873038,1.1094838733989212,patch_L11_all32_x5,0.8023801858997218,0.3071036874991992,0.03900871380380938,0.10147811472253976,0.023460687114920997
