type,cell,n,wd_mouth,wd_L11,wd_L1,wd_L11H16,wd_qmean
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,250,0.38843855587162757,0.2580701522362741,0.3143999409228485,0.2519262477631914,0.18511061559670078
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",236,0.3807468275643175,0.2509941666665094,0.325456880539106,0.23964135859396485,0.14615320654287828
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",250,0.3109069592177532,0.22541616931956282,0.2981342560037091,0.21473291936236336,0.13362148241891705
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",250,0.3225039696337294,0.24177834249231722,0.3090846570696797,0.22766381537085356,0.12127510850258547
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",235,0.3520744649783715,0.25616252073289325,0.32553555774133164,0.24692787317452478,0.14395239422812744
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",250,0.31225994365473025,0.231921060267395,0.30188247008453734,0.22746646760608905,0.1452390269273957
EDUCATIONxINCOME,EDUCATIONxINCOME :: Associate's degree | Refused,56,0.4736705508392616,0.38774499700689447,0.4373424399014348,0.34135122246357735,0.2996554641523625
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",250,0.3392651093386329,0.22525681354033897,0.3150813806680419,0.22473669342894487,0.10779699735739343
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",250,0.2944858075475164,0.20785126581714355,0.28687252775188504,0.20187654370056515,0.10260281678993535
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",250,0.31198654701244777,0.22112421652406591,0.3059673965158045,0.2167677978243367,0.09759364350368244
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",250,0.32563794278186825,0.22995562208490164,0.3173552066552636,0.219605646649346,0.10408114163833844
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",250,0.2949364771711547,0.22395425389899662,0.29862065165689394,0.21166005157278728,0.12957338318723038
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,152,0.3906390110381402,0.2888139540732151,0.3544523707390147,0.2730747702121164,0.20053595592954218
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",249,0.3725641367756437,0.26607473461602454,0.3383073477643841,0.26617713733876863,0.1737389438831949
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",250,0.3109750202590649,0.20715493109231614,0.2780735551213765,0.20487398659526138,0.10701258794709884
