attr_type,pair,qkey,layer,wd_A_to_realA,wd_A_to_realB,wd_B_to_realB,wd_patch_to_realB,wd_ctrl_to_realB,shift_ke_realB,shift_ctrl_ke_realB
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV14_W43,26,1.1055406566658097,0.17471124486954026,0.14861254268581486,0.17471124486954026,0.17472289677233177,0.0,-1.1651902791509627e-05
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV14_W43,27,1.1055406566658097,0.17471124486954026,0.14861254268581486,0.17471124486954026,0.17472289677233177,0.0,-1.1651902791509627e-05
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV14_W43,28,1.1055406566658097,0.17471124486954026,0.14861254268581486,0.17471124486954026,0.17472289677233177,0.0,-1.1651902791509627e-05
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV14_W43,29,1.1055406566658097,0.17471124486954026,0.14861254268581486,0.1743170336928621,0.17472289677233177,0.00039421117667814976,-1.1651902791509627e-05
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV14_W43,30,1.1055406566658097,0.17471124486954026,0.14861254268581486,0.1756802596165799,0.17472289677233177,-0.0009690147470396426,-1.1651902791509627e-05
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV14_W43,31,1.1055406566658097,0.17471124486954026,0.14861254268581486,0.17471124486954026,0.17472289677233177,0.0,-1.1651902791509627e-05
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,0,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3514444281769906,1.3514444281769906,0.0028699933627249763,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,1,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3398498781960355,1.3514444281769906,0.01446454334368008,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,2,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.363951262573511,1.3514444281769906,-0.009636841033795474,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,3,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3514749743979322,1.3514444281769906,0.0028394471417834133,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,4,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3494696183912283,1.3514444281769906,0.004844803148487342,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,5,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.339796412829672,1.3514444281769906,0.014518008710043606,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,6,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3600745765350868,1.3514444281769906,-0.005760154995371192,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,7,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3476161820491417,1.3514444281769906,0.0066982394905739095,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,8,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3504702647929752,1.3514444281769906,0.0038441567467404347,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,9,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.358794045266975,1.3514444281769906,-0.0044796237272592965,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,10,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.326837596592124,1.3514444281769906,0.027476824947591627,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,11,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.337296592446648,1.3514444281769906,0.017017829093067594,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,12,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3600670803485873,1.3514444281769906,-0.005752658808871658,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,13,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3773364088425002,1.3514444281769906,-0.023021987302784597,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,14,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3659425565045225,1.3514444281769906,-0.011628134964806858,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,15,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3495525699655646,1.3514444281769906,0.004761851574150988,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,16,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3504434862177717,1.3514444281769906,0.0038709353219439357,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,17,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3542952713990641,1.3514444281769906,1.915014065145826e-05,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,18,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3543144215397156,1.3514444281769906,0.0,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,19,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3514444281769906,1.3514444281769906,0.0028699933627249763,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,20,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3514138590259208,1.3514444281769906,0.00290056251379478,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,21,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3514444281769906,1.3514444281769906,0.0028699933627249763,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,22,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3514444281769906,1.3514444281769906,0.0028699933627249763,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,23,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3543144215397156,1.3514444281769906,0.0,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,24,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3514444281769906,1.3514444281769906,0.0028699933627249763,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,25,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3543144215397156,1.3514444281769906,0.0,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,26,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3543144215397156,1.3514444281769906,0.0,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,27,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3504434862177717,1.3514444281769906,0.0038709353219439357,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,28,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3514138590259208,1.3514444281769906,0.00290056251379478,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,29,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3514444281769906,1.3514444281769906,0.0028699933627249763,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,30,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3514444281769906,1.3514444281769906,0.0028699933627249763,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,FAMSURV26b_W50,31,0.3490799513002958,1.3543144215397156,1.3520008145961835,1.3504434862177717,1.3514444281769906,0.0038709353219439357,0.0028699933627249763
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,0,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7121493016919809,0.7101874820336938,-0.003851860761642456,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,1,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.6960236822805124,0.7101874820336938,0.01227375864982605,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,2,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7082293649228677,0.7101874820336938,6.807600747071874e-05,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,3,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.723719391876017,0.7101874820336938,-0.015421950945678553,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,4,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.709431016965838,0.7101874820336938,-0.0011335760354995728,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,5,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.6909697735171859,0.7101874820336938,0.017327667413152503,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,6,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.718764005036791,0.7101874820336938,-0.010466564106452636,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,7,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7002444267695982,0.7101874820336938,0.008053014160740224,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,8,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7006975208959298,0.7101874820336938,0.007599920034408569,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,9,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.6921940677673033,0.7101874820336938,0.016103373163035117,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,10,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.6851956334173389,0.7101874820336938,0.023101807512999506,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,11,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.6935724627948034,0.7101874820336938,0.014724978135534972,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,12,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7144366001329141,0.7101874820336938,-0.006139159202575684,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,13,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7248795904200994,0.7101874820336938,-0.016582149489761,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,14,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7205549639778243,0.7101874820336938,-0.012257523047485841,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,15,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7006016130961495,0.7101874820336938,0.007695827834188873,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,16,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.709431016965838,0.7101874820336938,-0.0011335760354995728,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,17,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7085753531928338,0.7101874820336938,-0.00027791226249540557,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,18,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7082974409303384,0.7101874820336938,0.0,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,19,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7075479069313677,0.7101874820336938,0.0007495339989707084,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,20,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7113947962960916,0.7101874820336938,-0.003097355365753174,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,21,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7101874820336938,0.7101874820336938,-0.0018900411033553333,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,22,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7075479069313677,0.7101874820336938,0.0007495339989707084,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,23,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7101874820336938,0.7101874820336938,-0.0018900411033553333,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,24,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7075479069313677,0.7101874820336938,0.0007495339989707084,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,25,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7070868091393191,0.7101874820336938,0.0012106317910193232,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,26,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7075479069313677,0.7101874820336938,0.0007495339989707084,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,27,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7082974409303384,0.7101874820336938,0.0,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,28,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7070868091393191,0.7101874820336938,0.0012106317910193232,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,29,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7101874820336938,0.7101874820336938,-0.0018900411033553333,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,30,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7082974409303384,0.7101874820336938,0.0,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,RACESURV47b_W43,31,0.2558877379067705,0.7082974409303384,0.7006870602807718,0.7082974409303384,0.7101874820336938,0.0,-0.0018900411033553333
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,0,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.07076370111055097,0.06823999796855806,-0.004083676610171838,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,1,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.08049687726206112,0.06823999796855806,-0.013816852761681986,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,2,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.09420559355889835,0.06823999796855806,-0.027525569058519217,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,3,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.05206165342298047,0.06823999796855806,0.014618371077398662,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,4,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06488839256405166,0.06823999796855806,0.0017916319363274757,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,5,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06664201944285919,0.06823999796855806,3.800505751994088e-05,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,6,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.05956323917336326,0.06823999796855806,0.007116785327015873,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,7,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.07213113478614885,0.06823999796855806,-0.0054511102857697225,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,8,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.07236213053919549,0.06823999796855806,-0.005682106038816359,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,9,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.08389356583102436,0.06823999796855806,-0.017213541330645232,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,10,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.0874798256723942,0.06823999796855806,-0.020799801172015076,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,11,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.0444505900609955,0.06823999796855806,0.022229434439383633,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,12,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.034634125842336605,0.06823999796855806,0.032045898658042526,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,13,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.04860434334133845,0.06823999796855806,0.01807568115904068,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,14,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.05760717753819422,0.06823999796855806,0.00907284696218491,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,15,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06639178497922271,0.06823999796855806,0.00028823952115641926,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,16,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06668002450037913,0.06823999796855806,0.0,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,17,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.05918569708997046,0.06823999796855806,0.007494327410408674,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,18,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06668002450037913,0.06823999796855806,0.0,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,19,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06571294439197162,0.06823999796855806,0.0009670801084075142,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,20,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.062005006921164285,0.06823999796855806,0.004675017579214846,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,21,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06668002450037913,0.06823999796855806,0.0,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,22,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06482482809665413,0.06823999796855806,0.0018551964037250013,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,23,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06639178497922271,0.06823999796855806,0.00028823952115641926,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,24,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06639178497922271,0.06823999796855806,0.00028823952115641926,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,25,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06668002450037913,0.06823999796855806,0.0,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,26,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06639178497922271,0.06823999796855806,0.00028823952115641926,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,27,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06639178497922271,0.06823999796855806,0.00028823952115641926,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,28,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06639178497922271,0.06823999796855806,0.00028823952115641926,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,29,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.05947382847901783,0.06823999796855806,0.0072061960213613,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,30,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06795015627163781,0.06823999796855806,-0.0012701317712586757,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,CONCERNGOV_W49,31,0.9740757632846033,0.06668002450037913,0.08747536531774858,0.06571294439197162,0.06823999796855806,0.0009670801084075142,-0.0015599734681789323
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,SOCIETY_GUNS_W92,0,0.688459808557956,0.23048970088988488,0.18438874745160866,0.23232052181374993,0.23097919841844342,-0.0018308209238650508,-0.0004894975285585357
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican -> AGExPOLPARTY :: 50-64 | Other,SOCIETY_GUNS_W92,1,0.688459808557956,0.23048970088988488,0.18438874745160866,0.2246806262179918,0.23097919841844342,0.005809074671893066,-0.0004894975285585357
