attr_type,pair,qkey,layer,wd_A_to_realA,wd_A_to_realB,wd_B_to_realB,wd_patch_to_realB,wd_ctrl_to_realB,shift_ke_realB,shift_ctrl_ke_realB
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,13,0.3462063208046198,0.939815508180618,0.9134955688099247,0.938199918224491,0.9422637570631957,0.0016155899561269838,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,14,0.3462063208046198,0.939815508180618,0.9134955688099247,0.9427155542535761,0.9422637570631957,-0.002900046072958129,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,15,0.3462063208046198,0.939815508180618,0.9134955688099247,0.9438882817049635,0.9422637570631957,-0.004072773524345541,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,16,0.3462063208046198,0.939815508180618,0.9134955688099247,0.9427155542535761,0.9422637570631957,-0.002900046072958129,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,17,0.3462063208046198,0.939815508180618,0.9134955688099247,0.9435479508468201,0.9422637570631957,-0.003732442666202096,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,18,0.3462063208046198,0.939815508180618,0.9134955688099247,0.9427155542535761,0.9422637570631957,-0.002900046072958129,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,19,0.3462063208046198,0.939815508180618,0.9134955688099247,0.9422637570631957,0.9422637570631957,-0.002448248882577664,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,20,0.3462063208046198,0.939815508180618,0.9134955688099247,0.9435479508468201,0.9422637570631957,-0.003732442666202096,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,21,0.3462063208046198,0.939815508180618,0.9134955688099247,0.939815508180618,0.9422637570631957,0.0,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,22,0.3462063208046198,0.939815508180618,0.9134955688099247,0.939815508180618,0.9422637570631957,0.0,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,23,0.3462063208046198,0.939815508180618,0.9134955688099247,0.9427155542535761,0.9422637570631957,-0.002900046072958129,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,24,0.3462063208046198,0.939815508180618,0.9134955688099247,0.939815508180618,0.9422637570631957,0.0,-0.002448248882577664
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Refused -> AGExPOLPARTY :: 50-64 | Refused,RACESURV47b_W43,25,0.3462063208046198,0.939815508180618,0.9134955688099247,0.9422637570631957,0.9422637570631957,-0.002448248882577664,-0.002448248882577664
