component,layer,head,template,attr_type,rho
head,4,24,T2,EDUCATIONxINCOME,0.48519922468208415
head,4,24,T2,RACExPOLIDEOLOGY,0.13853649295833065
head,4,24,T2,RACExPOLPARTY,0.15433385666572322
head,4,24,T2,RACExRELIG,0.23358899761967733
head,4,24,T2,RELIGxPOLPARTY,0.21472321802148012
head,4,24,T3,AGExPOLPARTY,0.41659965421575323
head,4,24,T3,EDUCATIONxINCOME,0.5101663463893228
head,4,24,T3,RACExPOLIDEOLOGY,0.20077393417554898
head,4,24,T3,RACExPOLPARTY,0.12828423323555163
head,4,24,T3,RACExRELIG,0.3332880568254808
head,4,24,T3,RELIGxPOLPARTY,0.16813628656859156
head,4,24,Tmean,AGExPOLPARTY,0.38321740179325314
head,4,24,Tmean,EDUCATIONxINCOME,0.5200012195865603
head,4,24,Tmean,RACExPOLIDEOLOGY,0.23037739520221748
head,4,24,Tmean,RACExPOLPARTY,0.11026773949056615
head,4,24,Tmean,RACExRELIG,0.3558164884573242
head,4,24,Tmean,RELIGxPOLPARTY,0.1319750939226197
head,4,25,T0,AGExPOLPARTY,0.4543745727956254
head,4,25,T0,EDUCATIONxINCOME,0.42698451027240814
head,4,25,T0,RACExPOLIDEOLOGY,0.3590204030464626
head,4,25,T0,RACExPOLPARTY,0.25599143588818235
head,4,25,T0,RACExRELIG,0.14165640231231344
head,4,25,T0,RELIGxPOLPARTY,0.10692366791702444
head,4,25,T1,AGExPOLPARTY,0.42364936405184084
head,4,25,T1,EDUCATIONxINCOME,0.47003583432275287
head,4,25,T1,RACExPOLIDEOLOGY,0.3537430251250025
head,4,25,T1,RACExPOLPARTY,0.155379321485832
head,4,25,T1,RACExRELIG,0.19493916953186985
head,4,25,T1,RELIGxPOLPARTY,0.08509746521910903
head,4,25,T2,AGExPOLPARTY,0.3988011472531596
head,4,25,T2,EDUCATIONxINCOME,0.484496984132005
head,4,25,T2,RACExPOLIDEOLOGY,0.2824568100766404
head,4,25,T2,RACExPOLPARTY,0.1656416761575973
head,4,25,T2,RACExRELIG,0.1168806438206068
head,4,25,T2,RELIGxPOLPARTY,0.10097122622048381
head,4,25,T3,AGExPOLPARTY,0.4440814603353303
head,4,25,T3,EDUCATIONxINCOME,0.3811013160121607
head,4,25,T3,RACExPOLIDEOLOGY,0.3460961375983578
head,4,25,T3,RACExPOLPARTY,0.1652900879885392
head,4,25,T3,RACExRELIG,0.05455737333282957
head,4,25,T3,RELIGxPOLPARTY,0.03854450190032029
head,4,25,Tmean,AGExPOLPARTY,0.433677777331028
head,4,25,Tmean,EDUCATIONxINCOME,0.4450827346000295
head,4,25,Tmean,RACExPOLIDEOLOGY,0.3619881663810481
head,4,25,Tmean,RACExPOLPARTY,0.19620254778426707
head,4,25,Tmean,RACExRELIG,0.13495976121207542
head,4,25,Tmean,RELIGxPOLPARTY,0.08272071633400735
head,4,26,T0,AGExPOLPARTY,0.29880181737766875
head,4,26,T0,EDUCATIONxINCOME,0.49521638367801873
head,4,26,T0,RACExPOLIDEOLOGY,0.25630271011899347
head,4,26,T0,RACExPOLPARTY,0.12015540677056218
head,4,26,T0,RACExRELIG,0.057832395057996755
head,4,26,T0,RELIGxPOLPARTY,0.12499879726563809
head,4,26,T1,AGExPOLPARTY,0.42631645959819336
head,4,26,T1,EDUCATIONxINCOME,0.5137510830352576
head,4,26,T1,RACExPOLIDEOLOGY,0.20599176530554947
head,4,26,T1,RACExPOLPARTY,0.15156584980915394
head,4,26,T1,RACExRELIG,0.04387274719461972
head,4,26,T1,RELIGxPOLPARTY,0.27841580203429755
head,4,26,T2,AGExPOLPARTY,0.4000274751048745
head,4,26,T2,EDUCATIONxINCOME,0.5001430731559542
head,4,26,T2,RACExPOLIDEOLOGY,0.23175011553514502
head,4,26,T2,RACExPOLPARTY,0.10042297076703369
head,4,26,T2,RACExRELIG,0.05294262916757803
head,4,26,T2,RELIGxPOLPARTY,-0.015333623933393301
head,4,26,T3,AGExPOLPARTY,0.27809161942288874
head,4,26,T3,EDUCATIONxINCOME,0.4762425190266918
head,4,26,T3,RACExPOLIDEOLOGY,0.09791677639439825
head,4,26,T3,RACExPOLPARTY,0.07522321873868945
head,4,26,T3,RACExRELIG,0.013172441153134092
head,4,26,T3,RELIGxPOLPARTY,0.13949575544109735
head,4,26,Tmean,AGExPOLPARTY,0.3399005535228445
head,4,26,Tmean,EDUCATIONxINCOME,0.5124763868150303
head,4,26,Tmean,RACExPOLIDEOLOGY,0.19891927796903655
head,4,26,Tmean,RACExPOLPARTY,0.12961168856667973
head,4,26,Tmean,RACExRELIG,0.036329958060981604
head,4,26,Tmean,RELIGxPOLPARTY,0.16718853189141275
head,4,27,T0,AGExPOLPARTY,0.12930052403736614
head,4,27,T0,EDUCATIONxINCOME,0.1433192365510263
head,4,27,T0,RACExPOLIDEOLOGY,0.306472623057928
head,4,27,T0,RACExPOLPARTY,-0.01288771632834555
head,4,27,T0,RACExRELIG,-0.02022518703598762
head,4,27,T0,RELIGxPOLPARTY,0.0839088782139527
head,4,27,T1,AGExPOLPARTY,0.3008825539785292
head,4,27,T1,EDUCATIONxINCOME,0.4036869504663401
head,4,27,T1,RACExPOLIDEOLOGY,0.3465721637031836
head,4,27,T1,RACExPOLPARTY,0.015950914448047453
head,4,27,T1,RACExRELIG,0.12070691804889107
head,4,27,T1,RELIGxPOLPARTY,0.27951498601711977
head,4,27,T2,AGExPOLPARTY,0.4200608473054293
head,4,27,T2,EDUCATIONxINCOME,0.476090152229838
head,4,27,T2,RACExPOLIDEOLOGY,0.2904580184238121
head,4,27,T2,RACExPOLPARTY,0.18241307548099125
head,4,27,T2,RACExRELIG,0.1410858805304719
head,4,27,T2,RELIGxPOLPARTY,0.0945903229666254
head,4,27,T3,AGExPOLPARTY,0.2851011217884283
head,4,27,T3,EDUCATIONxINCOME,0.4821533561619938
head,4,27,T3,RACExPOLIDEOLOGY,0.31678518712622744
head,4,27,T3,RACExPOLPARTY,0.05245308888754075
head,4,27,T3,RACExRELIG,0.23981580836513394
head,4,27,T3,RELIGxPOLPARTY,0.20156938610980307
head,4,27,Tmean,AGExPOLPARTY,0.25633267661131437
head,4,27,Tmean,EDUCATIONxINCOME,0.4066136729392835
head,4,27,Tmean,RACExPOLIDEOLOGY,0.3364157793773965
head,4,27,Tmean,RACExPOLPARTY,0.03206007358302954
head,4,27,Tmean,RACExRELIG,0.10405316053953981
head,4,27,Tmean,RELIGxPOLPARTY,0.17833088819858425
head,4,28,T0,AGExPOLPARTY,0.38884644766997706
head,4,28,T0,EDUCATIONxINCOME,0.48854860394839533
head,4,28,T0,RACExPOLIDEOLOGY,0.20729308904639382
head,4,28,T0,RACExPOLPARTY,0.33372932000838174
head,4,28,T0,RACExRELIG,0.11778271054520725
head,4,28,T0,RELIGxPOLPARTY,0.17060175244234368
head,4,28,T1,AGExPOLPARTY,0.447120474984252
head,4,28,T1,EDUCATIONxINCOME,0.47248438260713044
head,4,28,T1,RACExPOLIDEOLOGY,0.06315189698753304
head,4,28,T1,RACExPOLPARTY,0.2966487677689646
head,4,28,T1,RACExRELIG,0.1884909509955794
head,4,28,T1,RELIGxPOLPARTY,0.12518263339053004
head,4,28,T2,AGExPOLPARTY,0.4383787007626016
head,4,28,T2,EDUCATIONxINCOME,0.5261113615457581
head,4,28,T2,RACExPOLIDEOLOGY,0.15030071564970643
head,4,28,T2,RACExPOLPARTY,0.14693641660981274
head,4,28,T2,RACExRELIG,0.06835625495900556
head,4,28,T2,RELIGxPOLPARTY,0.12742483574564895
head,4,28,T3,AGExPOLPARTY,0.4773162853658209
head,4,28,T3,EDUCATIONxINCOME,0.45732915388510803
head,4,28,T3,RACExPOLIDEOLOGY,0.26015967071669
head,4,28,T3,RACExPOLPARTY,0.26551581539281205
head,4,28,T3,RACExRELIG,0.09808043979294971
head,4,28,T3,RELIGxPOLPARTY,0.08529777516010946
head,4,28,Tmean,AGExPOLPARTY,0.43859984185061585
head,4,28,Tmean,EDUCATIONxINCOME,0.46102833973507595
head,4,28,Tmean,RACExPOLIDEOLOGY,0.1570766076034728
head,4,28,Tmean,RACExPOLPARTY,0.2988486161577134
head,4,28,Tmean,RACExRELIG,0.12042176298992789
head,4,28,Tmean,RELIGxPOLPARTY,0.1534915014061058
head,4,29,T0,AGExPOLPARTY,0.5180464530309731
head,4,29,T0,EDUCATIONxINCOME,0.46647237522308815
head,4,29,T0,RACExPOLIDEOLOGY,-0.04939032007706261
head,4,29,T0,RACExPOLPARTY,0.17200776193881076
head,4,29,T0,RACExRELIG,0.17822307023841008
head,4,29,T0,RELIGxPOLPARTY,0.08947629301233204
head,4,29,T1,AGExPOLPARTY,0.3575650355836114
head,4,29,T1,EDUCATIONxINCOME,0.46034183315599336
head,4,29,T1,RACExPOLIDEOLOGY,0.010453160659245663
head,4,29,T1,RACExPOLPARTY,0.12864572107148595
head,4,29,T1,RACExRELIG,0.22202289643707257
head,4,29,T1,RELIGxPOLPARTY,0.1643487667234746
head,4,29,T2,AGExPOLPARTY,0.5111877286799887
head,4,29,T2,EDUCATIONxINCOME,0.4081747600727326
head,4,29,T2,RACExPOLIDEOLOGY,0.1227824370046745
head,4,29,T2,RACExPOLPARTY,0.3011102402236854
head,4,29,T2,RACExRELIG,0.02929119418951878
head,4,29,T2,RELIGxPOLPARTY,0.01633459049446232
head,4,29,T3,AGExPOLPARTY,0.4186100277431546
head,4,29,T3,EDUCATIONxINCOME,0.5306321066039356
head,4,29,T3,RACExPOLIDEOLOGY,0.06589696925113381
head,4,29,T3,RACExPOLPARTY,0.1974016074359098
head,4,29,T3,RACExRELIG,0.0802933842143046
head,4,29,T3,RELIGxPOLPARTY,0.09110997074075315
head,4,29,Tmean,AGExPOLPARTY,0.4713521772345302
head,4,29,Tmean,EDUCATIONxINCOME,0.5105030370640183
head,4,29,Tmean,RACExPOLIDEOLOGY,0.052912112331017475
head,4,29,Tmean,RACExPOLPARTY,0.20770836061366538
head,4,29,Tmean,RACExRELIG,0.15208656062266218
head,4,29,Tmean,RELIGxPOLPARTY,0.12866225323900007
head,4,30,T0,AGExPOLPARTY,0.34706753514803046
head,4,30,T0,EDUCATIONxINCOME,0.4489011166391064
head,4,30,T0,RACExPOLIDEOLOGY,0.20500297516315516
head,4,30,T0,RACExPOLPARTY,0.22062832585683498
head,4,30,T0,RACExRELIG,-0.03085342269871082
head,4,30,T0,RELIGxPOLPARTY,0.07706494911340253
head,4,30,T1,AGExPOLPARTY,0.43720933349416313
head,4,30,T1,EDUCATIONxINCOME,0.4197988138705471
head,4,30,T1,RACExPOLIDEOLOGY,0.2358304535698258
head,4,30,T1,RACExPOLPARTY,0.2577325772987739
head,4,30,T1,RACExRELIG,-0.018473570861827934
head,4,30,T1,RELIGxPOLPARTY,0.025210186941366335
head,4,30,T2,AGExPOLPARTY,0.4087457949687051
head,4,30,T2,EDUCATIONxINCOME,0.5094896025961547
head,4,30,T2,RACExPOLIDEOLOGY,0.22139455463697255
head,4,30,T2,RACExPOLPARTY,0.12837753009611227
head,4,30,T2,RACExRELIG,0.035955816295369515
head,4,30,T2,RELIGxPOLPARTY,0.07452827572095824
head,4,30,T3,AGExPOLPARTY,0.34220578183426476
head,4,30,T3,EDUCATIONxINCOME,0.3735144441114677
head,4,30,T3,RACExPOLIDEOLOGY,0.23834726313283155
head,4,30,T3,RACExPOLPARTY,0.14613453257297893
head,4,30,T3,RACExRELIG,-0.0755374617448143
head,4,30,T3,RELIGxPOLPARTY,0.08636099233603085
head,4,30,Tmean,AGExPOLPARTY,0.41961186388430965
head,4,30,Tmean,EDUCATIONxINCOME,0.41717401250174063
head,4,30,Tmean,RACExPOLIDEOLOGY,0.2696406690656595
head,4,30,Tmean,RACExPOLPARTY,0.2559989356358159
head,4,30,Tmean,RACExRELIG,-0.04990497600785884
head,4,30,Tmean,RELIGxPOLPARTY,0.11816449615635254
head,4,31,T0,AGExPOLPARTY,0.5331276051090292
head,4,31,T0,EDUCATIONxINCOME,0.35426128109415833
head,4,31,T0,RACExPOLIDEOLOGY,0.25047165150501466
head,4,31,T0,RACExPOLPARTY,0.36012993162780077
head,4,31,T0,RACExRELIG,0.08294574375637587
head,4,31,T0,RELIGxPOLPARTY,0.015161742259128754
head,4,31,T1,AGExPOLPARTY,0.4221315320386527
head,4,31,T1,EDUCATIONxINCOME,0.44910443541457634
head,4,31,T1,RACExPOLIDEOLOGY,0.21042991651696538
head,4,31,T1,RACExPOLPARTY,0.3075261017466762
head,4,31,T1,RACExRELIG,0.13873729550005667
head,4,31,T1,RELIGxPOLPARTY,-0.010437255899594277
head,4,31,T2,AGExPOLPARTY,0.44388377360513576
head,4,31,T2,EDUCATIONxINCOME,0.4771365933102865
head,4,31,T2,RACExPOLIDEOLOGY,0.2411938435233941
head,4,31,T2,RACExPOLPARTY,0.2738824043982731
head,4,31,T2,RACExRELIG,0.06953168096119697
head,4,31,T2,RELIGxPOLPARTY,0.06016004385242377
head,4,31,T3,AGExPOLPARTY,0.4049750085232953
head,4,31,T3,EDUCATIONxINCOME,0.4466782244776241
head,4,31,T3,RACExPOLIDEOLOGY,0.17514809435032402
head,4,31,T3,RACExPOLPARTY,0.2824400458924557
head,4,31,T3,RACExRELIG,0.01964729663354366
head,4,31,T3,RELIGxPOLPARTY,-0.024352965359792516
head,4,31,Tmean,AGExPOLPARTY,0.5143741707209198
head,4,31,Tmean,EDUCATIONxINCOME,0.4334475853327434
head,4,31,Tmean,RACExPOLIDEOLOGY,0.2674649477028563
head,4,31,Tmean,RACExPOLPARTY,0.3330117441548093
head,4,31,Tmean,RACExRELIG,0.08085087089583254
head,4,31,Tmean,RELIGxPOLPARTY,0.017082618374573758
head,5,0,T0,AGExPOLPARTY,0.5190214841917627
head,5,0,T0,EDUCATIONxINCOME,0.09743037350979732
head,5,0,T0,RACExPOLIDEOLOGY,0.3482796940653004
head,5,0,T0,RACExPOLPARTY,0.26567840992150615
head,5,0,T0,RACExRELIG,0.033228359844334455
head,5,0,T0,RELIGxPOLPARTY,-0.006291248321638868
head,5,0,T1,AGExPOLPARTY,0.5402409767734845
head,5,0,T1,EDUCATIONxINCOME,0.14618081903389832
head,5,0,T1,RACExPOLIDEOLOGY,0.24543855471927908
head,5,0,T1,RACExPOLPARTY,0.25268734707077106
head,5,0,T1,RACExRELIG,0.023245362149091325
head,5,0,T1,RELIGxPOLPARTY,0.04579662563763144
head,5,0,T2,AGExPOLPARTY,0.3567541849275595
head,5,0,T2,EDUCATIONxINCOME,0.5036475910067557
head,5,0,T2,RACExPOLIDEOLOGY,0.2261693447271425
head,5,0,T2,RACExPOLPARTY,0.0727699012928215
head,5,0,T2,RACExRELIG,0.04019873805115804
head,5,0,T2,RELIGxPOLPARTY,0.09969851458661655
head,5,0,T3,AGExPOLPARTY,0.42042271454036156
head,5,0,T3,EDUCATIONxINCOME,0.4505287266440207
head,5,0,T3,RACExPOLIDEOLOGY,0.27283773978139186
head,5,0,T3,RACExPOLPARTY,0.2105912636039797
head,5,0,T3,RACExRELIG,0.18692466089847737
head,5,0,T3,RELIGxPOLPARTY,0.0018571676407600115
head,5,0,Tmean,AGExPOLPARTY,0.4471472799646174
head,5,0,Tmean,EDUCATIONxINCOME,0.2719424492102525
head,5,0,Tmean,RACExPOLIDEOLOGY,0.33254593438622626
head,5,0,Tmean,RACExPOLPARTY,0.2619087367710077
head,5,0,Tmean,RACExRELIG,0.05578342842029698
head,5,0,Tmean,RELIGxPOLPARTY,0.0628993624778952
head,5,1,T0,AGExPOLPARTY,0.3110583946497259
head,5,1,T0,EDUCATIONxINCOME,0.637348191636832
head,5,1,T0,RACExPOLIDEOLOGY,0.13507136256378535
head,5,1,T0,RACExPOLPARTY,0.24982124351515572
head,5,1,T0,RACExRELIG,-0.025396153700835002
head,5,1,T0,RELIGxPOLPARTY,0.03644008256006321
head,5,1,T1,AGExPOLPARTY,0.557342554246579
head,5,1,T1,EDUCATIONxINCOME,0.5382870396893709
head,5,1,T1,RACExPOLIDEOLOGY,0.15165392519129625
head,5,1,T1,RACExPOLPARTY,0.32191271763705154
head,5,1,T1,RACExRELIG,0.03692258458280998
head,5,1,T1,RELIGxPOLPARTY,0.1254616677624913
head,5,1,T2,AGExPOLPARTY,0.29740795839867046
head,5,1,T2,EDUCATIONxINCOME,0.5502789865512456
head,5,1,T2,RACExPOLIDEOLOGY,0.2611725112485998
head,5,1,T2,RACExPOLPARTY,0.08466495737405641
head,5,1,T2,RACExRELIG,0.08416320720912879
head,5,1,T2,RELIGxPOLPARTY,0.13821175043086145
head,5,1,T3,AGExPOLPARTY,0.3946162196936191
head,5,1,T3,EDUCATIONxINCOME,0.6163695908156654
head,5,1,T3,RACExPOLIDEOLOGY,0.22756128466108605
head,5,1,T3,RACExPOLPARTY,0.28083359994936175
head,5,1,T3,RACExRELIG,-0.04977556957720935
head,5,1,T3,RELIGxPOLPARTY,0.1550158396470813
head,5,1,Tmean,AGExPOLPARTY,0.4067789795343975
head,5,1,Tmean,EDUCATIONxINCOME,0.6051472748599188
head,5,1,Tmean,RACExPOLIDEOLOGY,0.19754857862716713
head,5,1,Tmean,RACExPOLPARTY,0.314961951530331
head,5,1,Tmean,RACExRELIG,-0.02114680645458528
head,5,1,Tmean,RELIGxPOLPARTY,0.12670055704824204
head,5,2,T0,AGExPOLPARTY,0.3621319341133582
head,5,2,T0,EDUCATIONxINCOME,0.5170244011878905
head,5,2,T0,RACExPOLIDEOLOGY,0.23653526471552258
head,5,2,T0,RACExPOLPARTY,0.35172301452056143
head,5,2,T0,RACExRELIG,-0.05188111855712395
head,5,2,T0,RELIGxPOLPARTY,0.29262025129932695
head,5,2,T1,AGExPOLPARTY,0.43335611756664383
head,5,2,T1,EDUCATIONxINCOME,0.5293158934629183
head,5,2,T1,RACExPOLIDEOLOGY,0.30246052739827095
head,5,2,T1,RACExPOLPARTY,0.27368334055559035
head,5,2,T1,RACExRELIG,-0.0229153285223108
head,5,2,T1,RELIGxPOLPARTY,0.19828861834250083
head,5,2,T2,AGExPOLPARTY,0.21394580531031365
head,5,2,T2,EDUCATIONxINCOME,0.5107079967114371
head,5,2,T2,RACExPOLIDEOLOGY,0.22937902882143055
head,5,2,T2,RACExPOLPARTY,0.07853121331451318
head,5,2,T2,RACExRELIG,0.10799118279325129
head,5,2,T2,RELIGxPOLPARTY,0.035330504113351514
head,5,2,T3,AGExPOLPARTY,0.3151830110034444
head,5,2,T3,EDUCATIONxINCOME,0.5721592519173434
head,5,2,T3,RACExPOLIDEOLOGY,0.2926671695642768
head,5,2,T3,RACExPOLPARTY,0.27594046460336613
head,5,2,T3,RACExRELIG,-0.032575093512676165
head,5,2,T3,RELIGxPOLPARTY,0.17877181140542062
head,5,2,Tmean,AGExPOLPARTY,0.3633448594748903
head,5,2,Tmean,EDUCATIONxINCOME,0.4899964553727517
head,5,2,Tmean,RACExPOLIDEOLOGY,0.3203524229841909
head,5,2,Tmean,RACExPOLPARTY,0.2401015705821499
head,5,2,Tmean,RACExRELIG,0.0004290248436271986
head,5,2,Tmean,RELIGxPOLPARTY,0.18633416771511085
head,5,3,T0,AGExPOLPARTY,0.5203215257394823
head,5,3,T0,EDUCATIONxINCOME,0.5394385434353798
head,5,3,T0,RACExPOLIDEOLOGY,0.2826126415923021
head,5,3,T0,RACExPOLPARTY,0.2570860990527669
head,5,3,T0,RACExRELIG,0.024499565496656214
head,5,3,T0,RELIGxPOLPARTY,0.11578993406099977
head,5,3,T1,AGExPOLPARTY,0.6209373701633762
head,5,3,T1,EDUCATIONxINCOME,0.518246107350357
head,5,3,T1,RACExPOLIDEOLOGY,0.12709731591096363
head,5,3,T1,RACExPOLPARTY,0.22444376430061425
head,5,3,T1,RACExRELIG,0.1062668606188839
head,5,3,T1,RELIGxPOLPARTY,0.1911026814415901
head,5,3,T2,AGExPOLPARTY,0.4209454116574859
head,5,3,T2,EDUCATIONxINCOME,0.5732783204140856
head,5,3,T2,RACExPOLIDEOLOGY,0.31397631595912
head,5,3,T2,RACExPOLPARTY,0.13492720969939362
head,5,3,T2,RACExRELIG,0.11321901392389658
head,5,3,T2,RELIGxPOLPARTY,0.1160256742246619
head,5,3,T3,AGExPOLPARTY,0.4433342715076461
head,5,3,T3,EDUCATIONxINCOME,0.4635644722429408
head,5,3,T3,RACExPOLIDEOLOGY,0.021215111478296977
head,5,3,T3,RACExPOLPARTY,0.1685611779163631
head,5,3,T3,RACExRELIG,0.0913182496749845
head,5,3,T3,RELIGxPOLPARTY,0.1359926640493223
head,5,3,Tmean,AGExPOLPARTY,0.4375443957487301
head,5,3,Tmean,EDUCATIONxINCOME,0.475934850599016
head,5,3,Tmean,RACExPOLIDEOLOGY,0.12012215797920477
head,5,3,Tmean,RACExPOLPARTY,0.17002362870489407
head,5,3,Tmean,RACExRELIG,0.0784412664827899
head,5,3,Tmean,RELIGxPOLPARTY,0.18957746848471504
head,5,4,T0,AGExPOLPARTY,0.43765831691528284
head,5,4,T0,EDUCATIONxINCOME,0.421098048563676
head,5,4,T0,RACExPOLIDEOLOGY,0.23498182473481435
head,5,4,T0,RACExPOLPARTY,0.2086536288053907
head,5,4,T0,RACExRELIG,0.04436260248611479
head,5,4,T0,RELIGxPOLPARTY,0.11737856392059329
head,5,4,T1,AGExPOLPARTY,0.48073056973985767
head,5,4,T1,EDUCATIONxINCOME,0.45036176720049137
head,5,4,T1,RACExPOLIDEOLOGY,0.1400818246042293
head,5,4,T1,RACExPOLPARTY,0.311780858574109
head,5,4,T1,RACExRELIG,0.050239354668077225
head,5,4,T1,RELIGxPOLPARTY,0.14496637446296087
head,5,4,T2,AGExPOLPARTY,0.4686616273303579
head,5,4,T2,EDUCATIONxINCOME,0.47970961774439747
head,5,4,T2,RACExPOLIDEOLOGY,0.24786935225017662
head,5,4,T2,RACExPOLPARTY,0.24606506991039756
head,5,4,T2,RACExRELIG,0.018979294971096083
head,5,4,T2,RELIGxPOLPARTY,0.06746669154747448
head,5,4,T3,AGExPOLPARTY,0.44909399166365105
head,5,4,T3,EDUCATIONxINCOME,0.40717511469494205
head,5,4,T3,RACExPOLIDEOLOGY,0.2161636457261901
head,5,4,T3,RACExPOLPARTY,0.2018447579238959
head,5,4,T3,RACExRELIG,0.05081554388483772
head,5,4,T3,RELIGxPOLPARTY,0.13665992649470723
head,5,4,Tmean,AGExPOLPARTY,0.46380322463913787
head,5,4,Tmean,EDUCATIONxINCOME,0.43326692999736194
head,5,4,Tmean,RACExPOLIDEOLOGY,0.20705517206346508
head,5,4,Tmean,RACExPOLPARTY,0.24140172683189215
head,5,4,Tmean,RACExRELIG,0.046063399705293384
head,5,4,Tmean,RELIGxPOLPARTY,0.13748070158046583
head,5,5,T0,AGExPOLPARTY,0.01554353798935842
head,5,5,T0,EDUCATIONxINCOME,0.27748692123851304
head,5,5,T0,RACExPOLIDEOLOGY,0.15288281774720733
head,5,5,T0,RACExPOLPARTY,0.14359691796371055
head,5,5,T0,RACExRELIG,0.12560698227982015
head,5,5,T0,RELIGxPOLPARTY,0.11293544450875226
head,5,5,T1,AGExPOLPARTY,0.4132992910082693
head,5,5,T1,EDUCATIONxINCOME,0.3432981272824449
head,5,5,T1,RACExPOLIDEOLOGY,0.14075338008568994
head,5,5,T1,RACExPOLPARTY,0.2639477681576015
head,5,5,T1,RACExRELIG,0.11884743265198172
head,5,5,T1,RELIGxPOLPARTY,0.141693624924738
head,5,5,T2,AGExPOLPARTY,0.32182059426641463
head,5,5,T2,EDUCATIONxINCOME,0.5327162247078455
head,5,5,T2,RACExPOLIDEOLOGY,0.13498031299328564
head,5,5,T2,RACExPOLPARTY,0.1513611180504619
head,5,5,T2,RACExRELIG,0.049344088865379526
head,5,5,T2,RELIGxPOLPARTY,0.14212211064895477
head,5,5,T3,AGExPOLPARTY,0.05385120555399192
head,5,5,T3,EDUCATIONxINCOME,0.4247558299661549
head,5,5,T3,RACExPOLIDEOLOGY,0.14546924221049182
head,5,5,T3,RACExPOLPARTY,0.06359051017933247
head,5,5,T3,RACExRELIG,0.07144935202327428
head,5,5,T3,RELIGxPOLPARTY,0.07030820614721177
head,5,5,Tmean,AGExPOLPARTY,0.1398482838111321
head,5,5,Tmean,EDUCATIONxINCOME,0.3392033817113539
head,5,5,Tmean,RACExPOLIDEOLOGY,0.14647492135514223
head,5,5,Tmean,RACExPOLPARTY,0.1720419607880195
head,5,5,Tmean,RACExRELIG,0.0951913703857634
head,5,5,Tmean,RELIGxPOLPARTY,0.1057700634314813
head,5,6,T0,AGExPOLPARTY,0.3383626177743825
head,5,6,T0,EDUCATIONxINCOME,0.391659136643587
head,5,6,T0,RACExPOLIDEOLOGY,0.12198377872273002
head,5,6,T0,RACExPOLPARTY,0.15674847541380232
head,5,6,T0,RACExRELIG,0.25010654777647634
head,5,6,T0,RELIGxPOLPARTY,-0.08451563335991498
head,5,6,T1,AGExPOLPARTY,0.2680062455604251
head,5,6,T1,EDUCATIONxINCOME,0.3111556626154002
head,5,6,T1,RACExPOLIDEOLOGY,0.15463962220868974
head,5,6,T1,RACExPOLPARTY,0.2752216887901722
head,5,6,T1,RACExRELIG,0.17298012619488423
head,5,6,T1,RELIGxPOLPARTY,-0.045279814326971715
head,5,6,T2,AGExPOLPARTY,0.43432109685979653
head,5,6,T2,EDUCATIONxINCOME,0.29718544531051033
head,5,6,T2,RACExPOLIDEOLOGY,0.009773944187070947
head,5,6,T2,RACExPOLPARTY,0.18830472766876907
head,5,6,T2,RACExRELIG,-0.011951675671591036
head,5,6,T2,RELIGxPOLPARTY,-0.027102417098888734
head,5,6,T3,AGExPOLPARTY,0.2458720330237358
head,5,6,T3,EDUCATIONxINCOME,0.35334602051188074
head,5,6,T3,RACExPOLIDEOLOGY,0.23022469772821152
head,5,6,T3,RACExPOLPARTY,0.1667801378483614
head,5,6,T3,RACExRELIG,0.012103374012921752
head,5,6,T3,RELIGxPOLPARTY,-0.09342621844280159
head,5,6,Tmean,AGExPOLPARTY,0.24687051854234512
head,5,6,Tmean,EDUCATIONxINCOME,0.31558595753686564
head,5,6,Tmean,RACExPOLIDEOLOGY,0.22837265322307893
head,5,6,Tmean,RACExPOLPARTY,0.23740256140380875
head,5,6,Tmean,RACExRELIG,0.17374164053349456
head,5,6,Tmean,RELIGxPOLPARTY,-0.04953224567270755
head,5,7,T0,AGExPOLPARTY,0.4107762722313806
head,5,7,T0,EDUCATIONxINCOME,0.48813006401525083
head,5,7,T0,RACExPOLIDEOLOGY,0.264065208960051
head,5,7,T0,RACExPOLPARTY,0.11638783354940106
head,5,7,T0,RACExRELIG,-0.00653039665103699
head,5,7,T0,RELIGxPOLPARTY,0.15255657589545396
head,5,7,T1,AGExPOLPARTY,0.33770254513288567
head,5,7,T1,EDUCATIONxINCOME,0.41771728287853743
head,5,7,T1,RACExPOLIDEOLOGY,0.0987185687179985
head,5,7,T1,RACExPOLPARTY,0.1309826424340821
head,5,7,T1,RACExRELIG,-0.004037858465258624
head,5,7,T1,RELIGxPOLPARTY,0.25027837833503663
head,5,7,T2,AGExPOLPARTY,0.4002419149477973
head,5,7,T2,EDUCATIONxINCOME,0.49166884163688296
head,5,7,T2,RACExPOLIDEOLOGY,0.19911690537400695
head,5,7,T2,RACExPOLPARTY,0.18539002552989337
head,5,7,T2,RACExRELIG,0.13700656827432037
head,5,7,T2,RELIGxPOLPARTY,0.14261426860682072
head,5,7,T3,AGExPOLPARTY,0.22900164850629243
head,5,7,T3,EDUCATIONxINCOME,0.5170370372785873
head,5,7,T3,RACExPOLIDEOLOGY,0.18371343019553374
head,5,7,T3,RACExPOLPARTY,0.13510270379401734
head,5,7,T3,RACExRELIG,0.019615936826992107
head,5,7,T3,RELIGxPOLPARTY,0.031230273334140017
head,5,7,Tmean,AGExPOLPARTY,0.24597255170010585
